Heroe 1,Heroe 2,Resultado Comics,Resultado Peliculas,Ganador
High Evolutionary,Moon Knight,2,2,2
High Evolutionary,Mr. Fantastic (Earth 838),1,2,0
High Evolutionary,Mr. Knight,2,0,0
High Evolutionary,Ms. America,1,1,1
High Evolutionary,Ms. Marvel,1,1,1
High Evolutionary,Mysterio,2,2,2
High Evolutionary,Namor,1,1,1
High Evolutionary,Nebula,2,2,2
High Evolutionary,Nick Fury,1,0,0
High Evolutionary,Nomad,2,0,0
High Evolutionary,Odin,1,2,0
High Evolutionary,Okoye,1,2,0
High Evolutionary,Outrider,1,2,0
High Evolutionary,Pepper Potts (Extremis),2,2,2
High Evolutionary,Phastos,2,2,2
High Evolutionary,Photon,2,0,0
High Evolutionary,Proxima Midnight,2,1,0
High Evolutionary,Quake,2,1,0
High Evolutionary,Quicksilver,2,2,2
High Evolutionary,Red Guardian,1,1,1
High Evolutionary,Red Skull (Stonekeeper),0,2,0
High Evolutionary,Red Skull,1,2,0
High Evolutionary,Rescue,1,2,0
High Evolutionary,Rocket Raccoon,1,0,0
High Evolutionary,Ronan The Accuser (Power Stone),1,1,1
High Evolutionary,Ronan The Accuser,2,0,0
High Evolutionary,Ronin,2,1,0
High Evolutionary,Scarlet Witch,2,1,0
High Evolutionary,Sersi (uni-mind),2,0,0
High Evolutionary,Sersi,1,2,0
High Evolutionary,Shang-Chi,1,2,0
High Evolutionary,She-Hulk,1,2,0
High Evolutionary,Shuri,1,1,1
High Evolutionary,Sif,1,2,0
High Evolutionary,Sinister Strange,2,2,2
High Evolutionary,Smart Hulk,1,2,0
High Evolutionary,Spectral Vision,2,2,2
High Evolutionary,Spider-Man,2,2,2
High Evolutionary,Star-Lord (Celestial Power),0,1,0
High Evolutionary,Star-Lord,1,2,0
High Evolutionary,Stature,2,2,2
High Evolutionary,Surtur,1,1,1
High Evolutionary,Swole Groot,1,1,1
High Evolutionary,Talos The Untamed,1,1,1
High Evolutionary,Taskmaster,1,2,0
High Evolutionary,Teenage Groot,0,2,0
High Evolutionary,Thanos,2,2,2
High Evolutionary,Thanos (Infinity Gauntlet),0,1,0
High Evolutionary,The Collector,1,1,1
High Evolutionary,The Executioner,0,2,0
High Evolutionary,The Grandmaster,2,0,0
High Evolutionary,The Great Protector,0,1,0
High Evolutionary,The Punisher,1,2,0
High Evolutionary,Thena,2,2,2
High Evolutionary,Thor (Pre-Ragnarok),1,2,0
High Evolutionary,Thor (Awakened),1,0,0
High Evolutionary,Thor,1,1,1
High Evolutionary,Ultron,2,2,2
High Evolutionary,Unworthy Thor,2,0,0
High Evolutionary,Valkyrie,1,1,1
High Evolutionary,Vision,0,1,0
High Evolutionary,Vulture,0,1,0
High Evolutionary,Wanda Maximoff (Pre-WandaVision),2,1,0
High Evolutionary,War Machine,2,1,0
High Evolutionary,Warlock,2,1,0
High Evolutionary,Wasp,2,1,0
High Evolutionary,Whiplash,2,1,0
High Evolutionary,Whiplash (Mark II),2,2,2
High Evolutionary,White Wolf,2,1,0
High Evolutionary,Winter Soldier,1,1,1
High Evolutionary,Wolverine,1,1,1
High Evolutionary,Wong,1,1,1
High Evolutionary,YellowJacket,1,1,1
High Evolutionary,Yondu,2,1,0
High Evolutionary,Zeus,1,1,1
Hulk (Stark Gauntlet),Hulk,2,1,0
Hulk (Stark Gauntlet),Ikaris,1,1,1
Hulk (Stark Gauntlet),Iron Fist,2,1,0
Hulk (Stark Gauntlet),Iron Man,1,1,1
Hulk (Stark Gauntlet),Iron Man (Mk 1),1,1,1
Hulk (Stark Gauntlet),Iron Man (Stark Gauntlet),1,2,0
Hulk (Stark Gauntlet),Iron Man (Hulkbuster),2,0,0
Hulk (Stark Gauntlet),Iron Monger,1,2,0
Hulk (Stark Gauntlet),Iron Spider,1,2,0
Hulk (Stark Gauntlet),Ironheart,0,1,0
Hulk (Stark Gauntlet),Jemiah The Analyzer,2,2,2
Hulk (Stark Gauntlet),Jessica Jones,1,2,0
Hulk (Stark Gauntlet),Kaecilius,2,1,0
Hulk (Stark Gauntlet),Kang the Conqueror,1,1,1
Hulk (Stark Gauntlet),Killian,1,1,1
Hulk (Stark Gauntlet),Killmonger,2,2,2
Hulk (Stark Gauntlet),Kingo,1,1,1
Hulk (Stark Gauntlet),Kingpin,2,2,2
Hulk (Stark Gauntlet),Korath The Pursuer,1,1,1
Hulk (Stark Gauntlet),Korg,2,2,2
Hulk (Stark Gauntlet),Kro,2,1,0
Hulk (Stark Gauntlet),Kurse,2,2,2
Hulk (Stark Gauntlet),Kid Loki,0,2,0
Hulk (Stark Gauntlet),Lady Loki,1,1,1
Hulk (Stark Gauntlet),Leo Fitz,2,2,2
Hulk (Stark Gauntlet),Leviathan,2,1,0
Hulk (Stark Gauntlet),Loki,1,1,1
Hulk (Stark Gauntlet),Loki (Mind Stone),1,2,0
Hulk (Stark Gauntlet),Loki (Keeper Of The Multiverse),1,1,1
Hulk (Stark Gauntlet),Loki (Variant L1130),2,1,0
Hulk (Stark Gauntlet),Loki (King of Asgard),1,1,1
Hulk (Stark Gauntlet),Luke Cage,1,2,0
Hulk (Stark Gauntlet),M'baku,1,1,1
Hulk (Stark Gauntlet),Makkari,1,2,0
Hulk (Stark Gauntlet),Malekith (Reality Stone),1,2,0
Hulk (Stark Gauntlet),Malekith,2,1,0
Hulk (Stark Gauntlet),Mandarin,1,1,1
Hulk (Stark Gauntlet),Mantis,2,2,2
Hulk (Stark Gauntlet),Mighty Thor,1,2,0
Hulk (Stark Gauntlet),MODOK,1,0,0
Hulk (Stark Gauntlet),Moon Knight,1,1,1
Hulk (Stark Gauntlet),Mr. Fantastic (Earth 838),2,2,2
Hulk (Stark Gauntlet),Mr. Knight,2,2,2
Hulk (Stark Gauntlet),Ms. America,1,2,0
Hulk (Stark Gauntlet),Ms. Marvel,0,0,0
Hulk (Stark Gauntlet),Mysterio,2,2,2
Hulk (Stark Gauntlet),Namor,2,0,0
Hulk (Stark Gauntlet),Nebula,1,2,0
Hulk (Stark Gauntlet),Nick Fury,2,2,2
Hulk (Stark Gauntlet),Nomad,1,1,1
Hulk (Stark Gauntlet),Odin,1,0,0
Hulk (Stark Gauntlet),Okoye,0,2,0
Hulk (Stark Gauntlet),Outrider,1,2,0
Hulk (Stark Gauntlet),Pepper Potts (Extremis),2,2,2
Hulk (Stark Gauntlet),Phastos,0,2,0
Hulk (Stark Gauntlet),Photon,2,0,0
Hulk (Stark Gauntlet),Proxima Midnight,2,2,2
Hulk (Stark Gauntlet),Quake,1,2,0
Hulk (Stark Gauntlet),Quicksilver,1,1,1
Hulk (Stark Gauntlet),Red Guardian,2,2,2
Hulk (Stark Gauntlet),Red Skull (Stonekeeper),1,2,0
Hulk (Stark Gauntlet),Red Skull,1,2,0
Hulk (Stark Gauntlet),Rescue,1,1,1
Hulk (Stark Gauntlet),Rocket Raccoon,1,1,1
Hulk (Stark Gauntlet),Ronan The Accuser (Power Stone),2,2,2
Hulk (Stark Gauntlet),Ronan The Accuser,2,1,0
Hulk (Stark Gauntlet),Ronin,1,0,0
Hulk (Stark Gauntlet),Scarlet Witch,1,2,0
Hulk (Stark Gauntlet),Sersi (uni-mind),2,1,0
Hulk (Stark Gauntlet),Sersi,1,1,1
Hulk (Stark Gauntlet),Shang-Chi,1,1,1
Hulk (Stark Gauntlet),She-Hulk,2,2,2
Hulk (Stark Gauntlet),Shuri,2,1,0
Hulk (Stark Gauntlet),Sif,1,2,0
Hulk (Stark Gauntlet),Sinister Strange,1,2,0
Hulk (Stark Gauntlet),Smart Hulk,1,0,0
Hulk (Stark Gauntlet),Spectral Vision,0,1,0
Hulk (Stark Gauntlet),Spider-Man,2,1,0
Hulk (Stark Gauntlet),Star-Lord (Celestial Power),0,2,0
Hulk (Stark Gauntlet),Star-Lord,0,2,0
Hulk (Stark Gauntlet),Stature,1,2,0
Hulk (Stark Gauntlet),Surtur,2,1,0
Hulk (Stark Gauntlet),Swole Groot,1,1,1
Hulk (Stark Gauntlet),Talos The Untamed,1,1,1
Hulk (Stark Gauntlet),Taskmaster,2,2,2
Hulk (Stark Gauntlet),Teenage Groot,1,2,0
Hulk (Stark Gauntlet),Thanos,1,2,0
Hulk (Stark Gauntlet),Thanos (Infinity Gauntlet),1,2,0
Hulk (Stark Gauntlet),The Collector,1,0,0
Hulk (Stark Gauntlet),The Executioner,1,2,0
Hulk (Stark Gauntlet),The Grandmaster,1,2,0
Hulk (Stark Gauntlet),The Great Protector,1,1,1
Hulk (Stark Gauntlet),The Punisher,1,2,0
Hulk (Stark Gauntlet),Thena,1,2,0
Hulk (Stark Gauntlet),Thor (Pre-Ragnarok),1,1,1
Hulk (Stark Gauntlet),Thor (Awakened),0,1,0
Hulk (Stark Gauntlet),Thor,1,1,1
Hulk (Stark Gauntlet),Ultron,2,2,2
Hulk (Stark Gauntlet),Unworthy Thor,1,2,0
Hulk (Stark Gauntlet),Valkyrie,0,1,0
Hulk (Stark Gauntlet),Vision,2,2,2
Hulk (Stark Gauntlet),Vulture,0,1,0
Hulk (Stark Gauntlet),Wanda Maximoff (Pre-WandaVision),2,1,0
Hulk (Stark Gauntlet),War Machine,2,1,0
Hulk (Stark Gauntlet),Warlock,2,1,0
Hulk (Stark Gauntlet),Wasp,2,0,0
Hulk (Stark Gauntlet),Whiplash,0,2,0
Hulk (Stark Gauntlet),Whiplash (Mark II),2,2,2
Hulk (Stark Gauntlet),White Wolf,1,1,1
Hulk (Stark Gauntlet),Winter Soldier,1,1,1
Hulk (Stark Gauntlet),Wolverine,2,1,0
Hulk (Stark Gauntlet),Wong,1,1,1
Hulk (Stark Gauntlet),YellowJacket,2,1,0
Hulk (Stark Gauntlet),Yondu,0,2,0
Hulk (Stark Gauntlet),Zeus,1,1,1
Hulk,Ikaris,0,1,0
Hulk,Iron Fist,2,1,0
Hulk,Iron Man,0,2,0
Hulk,Iron Man (Mk 1),1,1,1
Hulk,Iron Man (Stark Gauntlet),1,1,1
Hulk,Iron Man (Hulkbuster),2,1,0
Hulk,Iron Monger,1,1,1
Hulk,Iron Spider,2,2,2
Hulk,Ironheart,1,0,0
Hulk,Jemiah The Analyzer,0,2,0
Hulk,Jessica Jones,1,0,0
Hulk,Kaecilius,2,1,0
Hulk,Kang the Conqueror,1,2,0
Hulk,Killian,1,2,0
Hulk,Killmonger,2,1,0
Hulk,Kingo,1,2,0
Hulk,Kingpin,2,1,0
Hulk,Korath The Pursuer,1,2,0
Hulk,Korg,1,2,0
Hulk,Kro,1,1,1
Hulk,Kurse,1,1,1
Hulk,Kid Loki,2,1,0
Hulk,Lady Loki,2,2,2
Hulk,Leo Fitz,1,1,1
Hulk,Leviathan,2,1,0
Hulk,Loki,1,2,0
Hulk,Loki (Mind Stone),1,1,1
Hulk,Loki (Keeper Of The Multiverse),2,1,0
Hulk,Loki (Variant L1130),2,1,0
Hulk,Loki (King of Asgard),0,1,0
Hulk,Luke Cage,2,2,2
Hulk,M'baku,1,2,0
Hulk,Makkari,2,0,0
Hulk,Malekith (Reality Stone),2,1,0
Hulk,Malekith,2,1,0
Hulk,Mandarin,0,0,0
Hulk,Mantis,2,1,0
Hulk,Mighty Thor,2,1,0
Hulk,MODOK,1,1,1
Hulk,Moon Knight,1,2,0
Hulk,Mr. Fantastic (Earth 838),2,1,0
Hulk,Mr. Knight,1,2,0
Hulk,Ms. America,1,0,0
Hulk,Ms. Marvel,1,2,0
Hulk,Mysterio,2,2,2
Hulk,Namor,2,2,2
Hulk,Nebula,2,1,0
Hulk,Nick Fury,1,1,1
Hulk,Nomad,2,2,2
Hulk,Odin,2,1,0
Hulk,Okoye,2,1,0
Hulk,Outrider,1,2,0
Hulk,Pepper Potts (Extremis),2,2,2
Hulk,Phastos,1,2,0
Hulk,Photon,0,0,0
Hulk,Proxima Midnight,1,1,1
Hulk,Quake,2,1,0
Hulk,Quicksilver,1,2,0
Hulk,Red Guardian,2,1,0
Hulk,Red Skull (Stonekeeper),0,1,0
Hulk,Red Skull,2,2,2
Hulk,Rescue,1,1,1
Hulk,Rocket Raccoon,1,2,0
Hulk,Ronan The Accuser (Power Stone),2,1,0
Hulk,Ronan The Accuser,2,1,0
Hulk,Ronin,2,1,0
Hulk,Scarlet Witch,2,2,2
Hulk,Sersi (uni-mind),2,1,0
Hulk,Sersi,2,2,2
Hulk,Shang-Chi,1,2,0
Hulk,She-Hulk,1,2,0
Hulk,Shuri,1,2,0
Hulk,Sif,1,1,1
Hulk,Sinister Strange,2,1,0
Hulk,Smart Hulk,0,1,0
Hulk,Spectral Vision,1,2,0
Hulk,Spider-Man,1,2,0
Hulk,Star-Lord (Celestial Power),2,2,2
Hulk,Star-Lord,1,1,1
Hulk,Stature,1,1,1
Hulk,Surtur,2,0,0
Hulk,Swole Groot,2,2,2
Hulk,Talos The Untamed,1,1,1
Hulk,Taskmaster,2,1,0
Hulk,Teenage Groot,0,2,0
Hulk,Thanos,2,2,2
Hulk,Thanos (Infinity Gauntlet),1,1,1
Hulk,The Collector,2,2,2
Hulk,The Executioner,2,0,0
Hulk,The Grandmaster,2,0,0
Hulk,The Great Protector,0,2,0
Hulk,The Punisher,1,1,1
Hulk,Thena,0,2,0
Hulk,Thor (Pre-Ragnarok),2,1,0
Hulk,Thor (Awakened),2,2,2
Hulk,Thor,2,1,0
Hulk,Ultron,2,2,2
Hulk,Unworthy Thor,1,2,0
Hulk,Valkyrie,1,1,1
Hulk,Vision,1,0,0
Hulk,Vulture,1,0,0
Hulk,Wanda Maximoff (Pre-WandaVision),2,2,2
Hulk,War Machine,2,1,0
Hulk,Warlock,2,1,0
Hulk,Wasp,2,2,2
Hulk,Whiplash,2,2,2
Hulk,Whiplash (Mark II),1,1,1
Hulk,White Wolf,1,2,0
Hulk,Winter Soldier,2,1,0
Hulk,Wolverine,1,2,0
Hulk,Wong,0,0,0
Hulk,YellowJacket,1,1,1
Hulk,Yondu,2,2,2
Hulk,Zeus,0,1,0
Ikaris,Iron Fist,2,1,0
Ikaris,Iron Man,2,2,2
Ikaris,Iron Man (Mk 1),2,2,2
Ikaris,Iron Man (Stark Gauntlet),2,0,0
Ikaris,Iron Man (Hulkbuster),2,2,2
Ikaris,Iron Monger,1,2,0
Ikaris,Iron Spider,0,2,0
Ikaris,Ironheart,2,1,0
Ikaris,Jemiah The Analyzer,1,1,1
Ikaris,Jessica Jones,2,1,0
Ikaris,Kaecilius,1,0,0
Ikaris,Kang the Conqueror,0,0,0
Ikaris,Killian,2,1,0
Ikaris,Killmonger,2,2,2
Ikaris,Kingo,1,2,0
Ikaris,Kingpin,2,1,0
Ikaris,Korath The Pursuer,2,1,0
Ikaris,Korg,1,1,1
Ikaris,Kro,2,1,0
Ikaris,Kurse,1,2,0
Ikaris,Kid Loki,2,1,0
Ikaris,Lady Loki,0,2,0
Ikaris,Leo Fitz,1,1,1
Ikaris,Leviathan,2,2,2
Ikaris,Loki,2,2,2
Ikaris,Loki (Mind Stone),2,0,0
Ikaris,Loki (Keeper Of The Multiverse),1,1,1
Ikaris,Loki (Variant L1130),2,2,2
Ikaris,Loki (King of Asgard),2,1,0
Ikaris,Luke Cage,2,1,0
Ikaris,M'baku,1,1,1
Ikaris,Makkari,2,1,0
Ikaris,Malekith (Reality Stone),2,1,0
Ikaris,Malekith,2,1,0
Ikaris,Mandarin,2,2,2
Ikaris,Mantis,1,0,0
Ikaris,Mighty Thor,2,1,0
Ikaris,MODOK,1,1,1
Ikaris,Moon Knight,1,0,0
Ikaris,Mr. Fantastic (Earth 838),2,2,2
Ikaris,Mr. Knight,2,2,2
Ikaris,Ms. America,1,2,0
Ikaris,Ms. Marvel,0,1,0
Ikaris,Mysterio,1,1,1
Ikaris,Namor,1,0,0
Ikaris,Nebula,1,1,1
Ikaris,Nick Fury,1,0,0
Ikaris,Nomad,1,2,0
Ikaris,Odin,2,0,0
Ikaris,Okoye,2,0,0
Ikaris,Outrider,1,2,0
Ikaris,Pepper Potts (Extremis),2,2,2
Ikaris,Phastos,2,0,0
Ikaris,Photon,1,1,1
Ikaris,Proxima Midnight,1,2,0
Ikaris,Quake,1,1,1
Ikaris,Quicksilver,1,2,0
Ikaris,Red Guardian,1,1,1
Ikaris,Red Skull (Stonekeeper),1,0,0
Ikaris,Red Skull,1,0,0
Ikaris,Rescue,2,2,2
Ikaris,Rocket Raccoon,1,2,0
Ikaris,Ronan The Accuser (Power Stone),2,2,2
Ikaris,Ronan The Accuser,2,2,2
Ikaris,Ronin,2,1,0
Ikaris,Scarlet Witch,1,2,0
Ikaris,Sersi (uni-mind),2,2,2
Ikaris,Sersi,2,2,2
Ikaris,Shang-Chi,2,1,0
Ikaris,She-Hulk,2,2,2
Ikaris,Shuri,0,2,0
Ikaris,Sif,2,2,2
Ikaris,Sinister Strange,1,1,1
Ikaris,Smart Hulk,2,2,2
Ikaris,Spectral Vision,1,2,0
Ikaris,Spider-Man,1,1,1
Ikaris,Star-Lord (Celestial Power),2,1,0
Ikaris,Star-Lord,2,1,0
Ikaris,Stature,1,2,0
Ikaris,Surtur,2,2,2
Ikaris,Swole Groot,2,1,0
Ikaris,Talos The Untamed,1,2,0
Ikaris,Taskmaster,1,1,1
Ikaris,Teenage Groot,2,1,0
Ikaris,Thanos,0,1,0
Ikaris,Thanos (Infinity Gauntlet),1,0,0
Ikaris,The Collector,1,2,0
Ikaris,The Executioner,1,2,0
Ikaris,The Grandmaster,2,1,0
Ikaris,The Great Protector,1,2,0
Ikaris,The Punisher,1,2,0
Ikaris,Thena,1,1,1
Ikaris,Thor (Pre-Ragnarok),1,0,0
Ikaris,Thor (Awakened),0,2,0
Ikaris,Thor,2,2,2
Ikaris,Ultron,2,1,0
Ikaris,Unworthy Thor,0,1,0
Ikaris,Valkyrie,1,2,0
Ikaris,Vision,1,1,1
Ikaris,Vulture,1,2,0
Ikaris,Wanda Maximoff (Pre-WandaVision),2,1,0
Ikaris,War Machine,1,1,1
Ikaris,Warlock,1,1,1
Ikaris,Wasp,2,1,0
Ikaris,Whiplash,1,1,1
Ikaris,Whiplash (Mark II),2,1,0
Ikaris,White Wolf,1,2,0
Ikaris,Winter Soldier,1,1,1
Ikaris,Wolverine,2,2,2
Ikaris,Wong,2,2,2
Ikaris,YellowJacket,1,2,0
Ikaris,Yondu,2,1,0
Ikaris,Zeus,2,2,2
Iron Fist,Iron Man,2,2,2
Iron Fist,Iron Man (Mk 1),2,1,0
Iron Fist,Iron Man (Stark Gauntlet),2,1,0
Iron Fist,Iron Man (Hulkbuster),0,1,0
Iron Fist,Iron Monger,1,1,1
Iron Fist,Iron Spider,1,2,0
Iron Fist,Ironheart,0,2,0
Iron Fist,Jemiah The Analyzer,1,2,0
Iron Fist,Jessica Jones,2,1,0
Iron Fist,Kaecilius,1,2,0
Iron Fist,Kang the Conqueror,2,2,2
Iron Fist,Killian,1,1,1
Iron Fist,Killmonger,1,2,0
Iron Fist,Kingo,1,1,1
Iron Fist,Kingpin,1,1,1
Iron Fist,Korath The Pursuer,1,2,0
Iron Fist,Korg,2,2,2
Iron Fist,Kro,1,0,0
Iron Fist,Kurse,0,2,0
Iron Fist,Kid Loki,2,1,0
Iron Fist,Lady Loki,1,2,0
Iron Fist,Leo Fitz,1,1,1
Iron Fist,Leviathan,1,2,0
Iron Fist,Loki,1,2,0
Iron Fist,Loki (Mind Stone),2,1,0
Iron Fist,Loki (Keeper Of The Multiverse),2,2,2
Iron Fist,Loki (Variant L1130),2,2,2
Iron Fist,Loki (King of Asgard),0,1,0
Iron Fist,Luke Cage,2,2,2
Iron Fist,M'baku,1,2,0
Iron Fist,Makkari,1,1,1
Iron Fist,Malekith (Reality Stone),1,0,0
Iron Fist,Malekith,2,1,0
Iron Fist,Mandarin,2,1,0
Iron Fist,Mantis,2,0,0
Iron Fist,Mighty Thor,2,1,0
Iron Fist,MODOK,1,2,0
Iron Fist,Moon Knight,1,2,0
Iron Fist,Mr. Fantastic (Earth 838),2,2,2
Iron Fist,Mr. Knight,2,2,2
Iron Fist,Ms. America,2,1,0
Iron Fist,Ms. Marvel,1,2,0
Iron Fist,Mysterio,2,1,0
Iron Fist,Namor,1,2,0
Iron Fist,Nebula,2,1,0
Iron Fist,Nick Fury,1,1,1
Iron Fist,Nomad,2,0,0
Iron Fist,Odin,1,2,0
Iron Fist,Okoye,2,2,2
Iron Fist,Outrider,2,1,0
Iron Fist,Pepper Potts (Extremis),1,1,1
Iron Fist,Phastos,0,2,0
Iron Fist,Photon,2,1,0
Iron Fist,Proxima Midnight,1,2,0
Iron Fist,Quake,1,1,1
Iron Fist,Quicksilver,2,0,0
Iron Fist,Red Guardian,2,1,0
Iron Fist,Red Skull (Stonekeeper),1,2,0
Iron Fist,Red Skull,2,1,0
Iron Fist,Rescue,1,1,1
Iron Fist,Rocket Raccoon,2,2,2
Iron Fist,Ronan The Accuser (Power Stone),2,1,0
Iron Fist,Ronan The Accuser,2,1,0
Iron Fist,Ronin,1,2,0
Iron Fist,Scarlet Witch,2,2,2
Iron Fist,Sersi (uni-mind),0,1,0
Iron Fist,Sersi,0,1,0
Iron Fist,Shang-Chi,2,1,0
Iron Fist,She-Hulk,0,2,0
Iron Fist,Shuri,2,2,2
Iron Fist,Sif,2,2,2
Iron Fist,Sinister Strange,1,2,0
Iron Fist,Smart Hulk,0,0,0
Iron Fist,Spectral Vision,2,0,0
Iron Fist,Spider-Man,2,2,2
Iron Fist,Star-Lord (Celestial Power),2,1,0
Iron Fist,Star-Lord,2,2,2
Iron Fist,Stature,1,1,1
Iron Fist,Surtur,0,1,0
Iron Fist,Swole Groot,2,2,2
Iron Fist,Talos The Untamed,1,2,0
Iron Fist,Taskmaster,2,2,2
Iron Fist,Teenage Groot,1,2,0
Iron Fist,Thanos,1,1,1
Iron Fist,Thanos (Infinity Gauntlet),2,2,2
Iron Fist,The Collector,2,2,2
Iron Fist,The Executioner,2,1,0
Iron Fist,The Grandmaster,2,2,2
Iron Fist,The Great Protector,2,2,2
Iron Fist,The Punisher,2,2,2
Iron Fist,Thena,2,2,2
Iron Fist,Thor (Pre-Ragnarok),2,2,2
Iron Fist,Thor (Awakened),2,1,0
Iron Fist,Thor,1,0,0
Iron Fist,Ultron,1,2,0
Iron Fist,Unworthy Thor,0,2,0
Iron Fist,Valkyrie,1,1,1
Iron Fist,Vision,1,1,1
Iron Fist,Vulture,1,1,1
Iron Fist,Wanda Maximoff (Pre-WandaVision),2,2,2
Iron Fist,War Machine,2,1,0
Iron Fist,Warlock,0,2,0
Iron Fist,Wasp,1,1,1
Iron Fist,Whiplash,2,2,2
Iron Fist,Whiplash (Mark II),2,2,2
Iron Fist,White Wolf,2,2,2
Iron Fist,Winter Soldier,2,1,0
Iron Fist,Wolverine,2,2,2
Iron Fist,Wong,1,1,1
Iron Fist,YellowJacket,1,1,1
Iron Fist,Yondu,2,1,0
Iron Fist,Zeus,1,1,1
Iron Man,Iron Man (Mk 1),2,1,0
Iron Man,Iron Man (Stark Gauntlet),1,2,0
Iron Man,Iron Man (Hulkbuster),2,1,0
Iron Man,Iron Monger,1,2,0
Iron Man,Iron Spider,1,1,1
Iron Man,Ironheart,2,2,2
Iron Man,Jemiah The Analyzer,2,1,0
Iron Man,Jessica Jones,1,1,1
Iron Man,Kaecilius,2,1,0
Iron Man,Kang the Conqueror,2,2,2
Iron Man,Killian,2,2,2
Iron Man,Killmonger,2,2,2
Iron Man,Kingo,2,1,0
Iron Man,Kingpin,1,1,1
Iron Man,Korath The Pursuer,1,1,1
Iron Man,Korg,2,0,0
Iron Man,Kro,2,2,2
Iron Man,Kurse,1,1,1
Iron Man,Kid Loki,2,1,0
Iron Man,Lady Loki,1,1,1
Iron Man,Leo Fitz,1,1,1
Iron Man,Leviathan,1,2,0
Iron Man,Loki,1,0,0
Iron Man,Loki (Mind Stone),0,1,0
Iron Man,Loki (Keeper Of The Multiverse),1,2,0
Iron Man,Loki (Variant L1130),2,1,0
Iron Man,Loki (King of Asgard),0,1,0
Iron Man,Luke Cage,1,2,0
Iron Man,M'baku,1,2,0
Iron Man,Makkari,0,2,0
Iron Man,Malekith (Reality Stone),1,2,0
Iron Man,Malekith,1,2,0
Iron Man,Mandarin,1,1,1
Iron Man,Mantis,2,1,0
Iron Man,Mighty Thor,1,2,0
Iron Man,MODOK,1,1,1
Iron Man,Moon Knight,1,1,1
Iron Man,Mr. Fantastic (Earth 838),1,2,0
Iron Man,Mr. Knight,2,0,0
Iron Man,Ms. America,1,1,1
Iron Man,Ms. Marvel,1,2,0
Iron Man,Mysterio,1,2,0
Iron Man,Namor,2,1,0
Iron Man,Nebula,0,1,0
Iron Man,Nick Fury,2,0,0
Iron Man,Nomad,1,1,1
Iron Man,Odin,0,2,0
Iron Man,Okoye,2,2,2
Iron Man,Outrider,2,1,0
Iron Man,Pepper Potts (Extremis),2,2,2
Iron Man,Phastos,1,2,0
Iron Man,Photon,1,2,0
Iron Man,Proxima Midnight,1,1,1
Iron Man,Quake,2,1,0
Iron Man,Quicksilver,2,2,2
Iron Man,Red Guardian,0,2,0
Iron Man,Red Skull (Stonekeeper),2,1,0
Iron Man,Red Skull,2,2,2
Iron Man,Rescue,1,2,0
Iron Man,Rocket Raccoon,2,2,2
Iron Man,Ronan The Accuser (Power Stone),2,1,0
Iron Man,Ronan The Accuser,1,2,0
Iron Man,Ronin,2,2,2
Iron Man,Scarlet Witch,1,2,0
Iron Man,Sersi (uni-mind),2,2,2
Iron Man,Sersi,2,1,0
Iron Man,Shang-Chi,1,1,1
Iron Man,She-Hulk,1,1,1
Iron Man,Shuri,2,1,0
Iron Man,Sif,1,1,1
Iron Man,Sinister Strange,1,1,1
Iron Man,Smart Hulk,1,2,0
Iron Man,Spectral Vision,2,2,2
Iron Man,Spider-Man,2,1,0
Iron Man,Star-Lord (Celestial Power),1,2,0
Iron Man,Star-Lord,2,1,0
Iron Man,Stature,1,1,1
Iron Man,Surtur,2,2,2
Iron Man,Swole Groot,2,1,0
Iron Man,Talos The Untamed,0,2,0
Iron Man,Taskmaster,0,1,0
Iron Man,Teenage Groot,1,2,0
Iron Man,Thanos,1,1,1
Iron Man,Thanos (Infinity Gauntlet),2,1,0
Iron Man,The Collector,1,1,1
Iron Man,The Executioner,2,2,2
Iron Man,The Grandmaster,2,1,0
Iron Man,The Great Protector,2,1,0
Iron Man,The Punisher,1,0,0
Iron Man,Thena,2,1,0
Iron Man,Thor (Pre-Ragnarok),2,1,0
Iron Man,Thor (Awakened),2,1,0
Iron Man,Thor,2,2,2
Iron Man,Ultron,1,1,1
Iron Man,Unworthy Thor,0,1,0
Iron Man,Valkyrie,2,2,2
Iron Man,Vision,2,0,0
Iron Man,Vulture,2,2,2
Iron Man,Wanda Maximoff (Pre-WandaVision),1,1,1
Iron Man,War Machine,2,2,2
Iron Man,Warlock,1,2,0
Iron Man,Wasp,1,1,1
Iron Man,Whiplash,1,1,1
Iron Man,Whiplash (Mark II),1,1,1
Iron Man,White Wolf,1,2,0
Iron Man,Winter Soldier,2,1,0
Iron Man,Wolverine,2,2,2
Iron Man,Wong,2,2,2
Iron Man,YellowJacket,2,1,0
Iron Man,Yondu,1,2,0
Iron Man,Zeus,2,0,0
Iron Man (Mk 1),Iron Man (Stark Gauntlet),2,1,0
Iron Man (Mk 1),Iron Man (Hulkbuster),2,1,0
Iron Man (Mk 1),Iron Monger,2,1,0
Iron Man (Mk 1),Iron Spider,1,1,1
Iron Man (Mk 1),Ironheart,0,1,0
Iron Man (Mk 1),Jemiah The Analyzer,1,2,0
Iron Man (Mk 1),Jessica Jones,2,2,2
Iron Man (Mk 1),Kaecilius,1,2,0
Iron Man (Mk 1),Kang the Conqueror,2,2,2
Iron Man (Mk 1),Killian,1,2,0
Iron Man (Mk 1),Killmonger,2,1,0
