Heroe_1,Heroe_2,universo_1,Intelligence_1,Strength_1,Speed_1,Durability_1,Power_1,Combat_1,Tier_1,Tier2_1,universo_2,Intelligence_2,Strength_2,Speed_2,Durability_2,Power_2,Combat_2,Tier_2,Tier2_2,Resultado_x
King Shark,Polka-Dot Man,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,60,1,6,10,35,35,1,,1
King Shark,Queen Atlanna,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,70,30,25,30,50,75,2,,2
King Shark,Queen Hippolyta,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,85,30,25,30,40,100,2,,2
King Shark,Ratcatcher,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,65,1,6,5,10,20,1,,1
King Shark,Rick Flag,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,55,1,6,10,10,70,1,,1
King Shark,Sabbac,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,70,100,50,45,75,70,3,,2
King Shark,Savant,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,55,1,1,5,10,40,1,,1
King Shark,Shazam,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,60,95,60,40,70,30,3,3,2
King Shark,Slipknot,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,45,1,1,5,5,30,0,,1
King Shark,Sol Soria,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,55,1,1,5,5,40,0,,1
King Shark,Starro,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,65,70,25,25,60,30,2,,2
King Shark,Steppenwolf,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,90,90,25,45,65,100,3,,2
King Shark,Supergirl,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,60,75,50,40,75,45,3,,2
King Shark,Superman,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,80,100,85,45,80,50,3,4,2
King Shark,T.D.K.,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,50,1,6,10,30,40,1,,1
King Shark,The Flash,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,80,25,100,30,85,40,5,,2
King Shark,Vigilante,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,60,1,7,10,10,70,1,,1
King Shark,White Dragon,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,65,13,25,10,20,40,1,,1
King Shark,Wonder Woman,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,80,95,70,60,55,100,3,,2
King Shark,Wrath,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,65,65,65,40,60,65,3,,2
King Shark,Zeus,DC Extended Universe,50,30,17,25,40,40,1,1+,DC Extended Universe,95,100,25,50,80,85,4,4,2
Lex Luthor,Lust,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,65,65,40,60,65,3,,2
Lex Luthor,Mera,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,30,25,30,45,70,2,,2
Lex Luthor,Mister Zsasz,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,50,1,1,5,5,30,0,,1
Lex Luthor,Nam-Ek,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,95,50,40,70,65,3,,2
Lex Luthor,Nuidis Vulko,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,30,25,20,40,90,1,,2
Lex Luthor,Ocean Master,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,55,30,35,50,90,3,,2
Lex Luthor,Parademon,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,55,25,17,10,20,60,1,,2
Lex Luthor,Peacemaker,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,5,7,15,20,80,1,,2
Lex Luthor,Penthesileia,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,60,65,50,35,50,95,2,,2
Lex Luthor,Philippus,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,55,75,50,35,35,75,2,,2
Lex Luthor,Polka-Dot Man,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,60,1,6,10,35,35,1,,2
Lex Luthor,Queen Atlanna,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,70,30,25,30,50,75,2,,2
Lex Luthor,Queen Hippolyta,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,85,30,25,30,40,100,2,,2
Lex Luthor,Ratcatcher,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,1,6,5,10,20,1,,2
Lex Luthor,Rick Flag,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,55,1,6,10,10,70,1,,2
Lex Luthor,Sabbac,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,70,100,50,45,75,70,3,,2
Lex Luthor,Savant,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,55,1,1,5,10,40,1,,2
Lex Luthor,Shazam,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Lex Luthor,Slipknot,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,45,1,1,5,5,30,0,,1
Lex Luthor,Sol Soria,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,55,1,1,5,5,40,0,,2
Lex Luthor,Starro,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,70,25,25,60,30,2,,2
Lex Luthor,Steppenwolf,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,90,90,25,45,65,100,3,,2
Lex Luthor,Supergirl,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,60,75,50,40,75,45,3,,2
Lex Luthor,Superman,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Lex Luthor,T.D.K.,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,50,1,6,10,30,40,1,,2
Lex Luthor,The Flash,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,80,25,100,30,85,40,5,,2
Lex Luthor,Vigilante,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,60,1,7,10,10,70,1,,2
Lex Luthor,White Dragon,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,13,25,10,20,40,1,,2
Lex Luthor,Wonder Woman,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,80,95,70,60,55,100,3,,2
Lex Luthor,Wrath,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,65,65,65,40,60,65,3,,2
Lex Luthor,Zeus,DC Extended Universe,80,1,1,5,1,15,1,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Lust,Mera,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,30,25,30,45,70,2,,1
Lust,Mister Zsasz,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,50,1,1,5,5,30,0,,1
Lust,Nam-Ek,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,95,50,40,70,65,3,,2
Lust,Nuidis Vulko,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,30,25,20,40,90,1,,1
Lust,Ocean Master,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,55,30,35,50,90,3,,1
Lust,Parademon,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,25,17,10,20,60,1,,1
Lust,Peacemaker,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,5,7,15,20,80,1,,1
Lust,Penthesileia,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,65,50,35,50,95,2,,1
Lust,Philippus,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,75,50,35,35,75,2,,1
Lust,Polka-Dot Man,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,1,6,10,35,35,1,,1
Lust,Queen Atlanna,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,70,30,25,30,50,75,2,,1
Lust,Queen Hippolyta,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,85,30,25,30,40,100,2,,1
Lust,Ratcatcher,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,1,6,5,10,20,1,,1
Lust,Rick Flag,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,1,6,10,10,70,1,,1
Lust,Sabbac,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,70,100,50,45,75,70,3,,2
Lust,Savant,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,1,1,5,10,40,1,,1
Lust,Shazam,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,95,60,40,70,30,3,3,1
Lust,Slipknot,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,45,1,1,5,5,30,0,,1
Lust,Sol Soria,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,1,1,5,5,40,0,,1
Lust,Starro,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,70,25,25,60,30,2,,1
Lust,Steppenwolf,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,90,90,25,45,65,100,3,,2
Lust,Supergirl,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,75,50,40,75,45,3,,1
Lust,Superman,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Lust,T.D.K.,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,50,1,6,10,30,40,1,,1
Lust,The Flash,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,25,100,30,85,40,5,,0
Lust,Vigilante,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,1,7,10,10,70,1,,1
Lust,White Dragon,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,13,25,10,20,40,1,,1
Lust,Wonder Woman,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,95,70,60,55,100,3,,2
Lust,Wrath,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,65,65,40,60,65,3,,0
Lust,Zeus,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Mera,Mister Zsasz,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,50,1,1,5,5,30,0,,1
Mera,Nam-Ek,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,95,50,40,70,65,3,,2
Mera,Nuidis Vulko,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,30,25,20,40,90,1,,2
Mera,Ocean Master,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,55,30,35,50,90,3,,2
Mera,Parademon,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,55,25,17,10,20,60,1,,1
Mera,Peacemaker,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,5,7,15,20,80,1,,1
Mera,Penthesileia,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,60,65,50,35,50,95,2,,2
Mera,Philippus,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,55,75,50,35,35,75,2,,2
Mera,Polka-Dot Man,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,60,1,6,10,35,35,1,,1
Mera,Queen Atlanna,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,70,30,25,30,50,75,2,,2
Mera,Queen Hippolyta,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,85,30,25,30,40,100,2,,2
Mera,Ratcatcher,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,1,6,5,10,20,1,,1
Mera,Rick Flag,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,55,1,6,10,10,70,1,,1
Mera,Sabbac,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,70,100,50,45,75,70,3,,2
Mera,Savant,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,55,1,1,5,10,40,1,,1
Mera,Shazam,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Mera,Slipknot,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,45,1,1,5,5,30,0,,1
Mera,Sol Soria,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,55,1,1,5,5,40,0,,1
Mera,Starro,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,70,25,25,60,30,2,,2
Mera,Steppenwolf,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,90,90,25,45,65,100,3,,2
Mera,Supergirl,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,60,75,50,40,75,45,3,,2
Mera,Superman,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Mera,T.D.K.,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,50,1,6,10,30,40,1,,1
Mera,The Flash,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,80,25,100,30,85,40,5,,2
Mera,Vigilante,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,60,1,7,10,10,70,1,,1
Mera,White Dragon,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,13,25,10,20,40,1,,1
Mera,Wonder Woman,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,80,95,70,60,55,100,3,,2
Mera,Wrath,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,65,65,65,40,60,65,3,,2
Mera,Zeus,DC Extended Universe,65,30,25,30,45,70,2,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Mister Zsasz,Nam-Ek,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,95,50,40,70,65,3,,2
Mister Zsasz,Nuidis Vulko,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,30,25,20,40,90,1,,2
Mister Zsasz,Ocean Master,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,55,30,35,50,90,3,,2
Mister Zsasz,Parademon,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,55,25,17,10,20,60,1,,2
Mister Zsasz,Peacemaker,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,5,7,15,20,80,1,,2
Mister Zsasz,Penthesileia,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,60,65,50,35,50,95,2,,2
Mister Zsasz,Philippus,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,55,75,50,35,35,75,2,,2
Mister Zsasz,Polka-Dot Man,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,60,1,6,10,35,35,1,,2
Mister Zsasz,Queen Atlanna,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,70,30,25,30,50,75,2,,2
Mister Zsasz,Queen Hippolyta,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,85,30,25,30,40,100,2,,2
Mister Zsasz,Ratcatcher,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,1,6,5,10,20,1,,2
Mister Zsasz,Rick Flag,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,55,1,6,10,10,70,1,,2
Mister Zsasz,Sabbac,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,70,100,50,45,75,70,3,,2
Mister Zsasz,Savant,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,55,1,1,5,10,40,1,,2
Mister Zsasz,Shazam,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Mister Zsasz,Slipknot,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,45,1,1,5,5,30,0,,1
Mister Zsasz,Sol Soria,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,55,1,1,5,5,40,0,,2
Mister Zsasz,Starro,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,70,25,25,60,30,2,,2
Mister Zsasz,Steppenwolf,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,90,90,25,45,65,100,3,,2
Mister Zsasz,Supergirl,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,60,75,50,40,75,45,3,,2
Mister Zsasz,Superman,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Mister Zsasz,T.D.K.,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,50,1,6,10,30,40,1,,2
Mister Zsasz,The Flash,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,80,25,100,30,85,40,5,,2
Mister Zsasz,Vigilante,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,60,1,7,10,10,70,1,,2
Mister Zsasz,White Dragon,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,13,25,10,20,40,1,,2
Mister Zsasz,Wonder Woman,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,80,95,70,60,55,100,3,,2
Mister Zsasz,Wrath,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Mister Zsasz,Zeus,DC Extended Universe,50,1,1,5,5,30,0,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Nam-Ek,Nuidis Vulko,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,65,30,25,20,40,90,1,,1
Nam-Ek,Ocean Master,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,65,55,30,35,50,90,3,,1
Nam-Ek,Parademon,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,55,25,17,10,20,60,1,,1
Nam-Ek,Peacemaker,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,65,5,7,15,20,80,1,,1
Nam-Ek,Penthesileia,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,60,65,50,35,50,95,2,,1
Nam-Ek,Philippus,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,55,75,50,35,35,75,2,,1
Nam-Ek,Polka-Dot Man,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,60,1,6,10,35,35,1,,1
Nam-Ek,Queen Atlanna,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,70,30,25,30,50,75,2,,1
Nam-Ek,Queen Hippolyta,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,85,30,25,30,40,100,2,,1
Nam-Ek,Ratcatcher,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,65,1,6,5,10,20,1,,1
Nam-Ek,Rick Flag,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,55,1,6,10,10,70,1,,1
Nam-Ek,Sabbac,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,70,100,50,45,75,70,3,,2
Nam-Ek,Savant,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,55,1,1,5,10,40,1,,1
Nam-Ek,Shazam,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,60,95,60,40,70,30,3,3,1
Nam-Ek,Slipknot,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,45,1,1,5,5,30,0,,1
Nam-Ek,Sol Soria,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,55,1,1,5,5,40,0,,1
Nam-Ek,Starro,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,65,70,25,25,60,30,2,,1
Nam-Ek,Steppenwolf,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,90,90,25,45,65,100,3,,2
Nam-Ek,Supergirl,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,60,75,50,40,75,45,3,,1
Nam-Ek,Superman,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Nam-Ek,T.D.K.,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,50,1,6,10,30,40,1,,1
Nam-Ek,The Flash,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,80,25,100,30,85,40,5,,1
Nam-Ek,Vigilante,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,60,1,7,10,10,70,1,,1
Nam-Ek,White Dragon,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,65,13,25,10,20,40,1,,1
Nam-Ek,Wonder Woman,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,80,95,70,60,55,100,3,,2
Nam-Ek,Wrath,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,65,65,65,40,60,65,3,,1
Nam-Ek,Zeus,DC Extended Universe,65,95,50,40,70,65,3,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Nuidis Vulko,Ocean Master,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,65,55,30,35,50,90,3,,2
Nuidis Vulko,Parademon,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,55,25,17,10,20,60,1,,1
Nuidis Vulko,Peacemaker,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,65,5,7,15,20,80,1,,1
Nuidis Vulko,Penthesileia,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,60,65,50,35,50,95,2,,2
Nuidis Vulko,Philippus,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,55,75,50,35,35,75,2,,2
Nuidis Vulko,Polka-Dot Man,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,60,1,6,10,35,35,1,,1
Nuidis Vulko,Queen Atlanna,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,70,30,25,30,50,75,2,,2
Nuidis Vulko,Queen Hippolyta,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,85,30,25,30,40,100,2,,2
Nuidis Vulko,Ratcatcher,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,65,1,6,5,10,20,1,,1
Nuidis Vulko,Rick Flag,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,55,1,6,10,10,70,1,,1
Nuidis Vulko,Sabbac,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,70,100,50,45,75,70,3,,2
Nuidis Vulko,Savant,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,55,1,1,5,10,40,1,,1
Nuidis Vulko,Shazam,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Nuidis Vulko,Slipknot,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,45,1,1,5,5,30,0,,1
Nuidis Vulko,Sol Soria,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,55,1,1,5,5,40,0,,1
Nuidis Vulko,Starro,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,65,70,25,25,60,30,2,,2
Nuidis Vulko,Steppenwolf,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,90,90,25,45,65,100,3,,2
Nuidis Vulko,Supergirl,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,60,75,50,40,75,45,3,,2
Nuidis Vulko,Superman,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Nuidis Vulko,T.D.K.,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,50,1,6,10,30,40,1,,1
Nuidis Vulko,The Flash,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,80,25,100,30,85,40,5,,2
Nuidis Vulko,Vigilante,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,60,1,7,10,10,70,1,,1
Nuidis Vulko,White Dragon,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,65,13,25,10,20,40,1,,1
Nuidis Vulko,Wonder Woman,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,80,95,70,60,55,100,3,,2
Nuidis Vulko,Wrath,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,65,65,65,40,60,65,3,,2
Nuidis Vulko,Zeus,DC Extended Universe,65,30,25,20,40,90,1,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Ocean Master,Parademon,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,55,25,17,10,20,60,1,,1
Ocean Master,Peacemaker,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,65,5,7,15,20,80,1,,1
Ocean Master,Penthesileia,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,60,65,50,35,50,95,2,,2
Ocean Master,Philippus,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,55,75,50,35,35,75,2,,0
Ocean Master,Polka-Dot Man,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,60,1,6,10,35,35,1,,1
Ocean Master,Queen Atlanna,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,70,30,25,30,50,75,2,,1
Ocean Master,Queen Hippolyta,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,85,30,25,30,40,100,2,,1
Ocean Master,Ratcatcher,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,65,1,6,5,10,20,1,,1
Ocean Master,Rick Flag,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,55,1,6,10,10,70,1,,1
Ocean Master,Sabbac,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,70,100,50,45,75,70,3,,2
Ocean Master,Savant,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,55,1,1,5,10,40,1,,1
Ocean Master,Shazam,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Ocean Master,Slipknot,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,45,1,1,5,5,30,0,,1
Ocean Master,Sol Soria,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,55,1,1,5,5,40,0,,1
Ocean Master,Starro,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,65,70,25,25,60,30,2,,1
Ocean Master,Steppenwolf,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,90,90,25,45,65,100,3,,2
Ocean Master,Supergirl,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,60,75,50,40,75,45,3,,2
Ocean Master,Superman,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Ocean Master,T.D.K.,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,50,1,6,10,30,40,1,,1
Ocean Master,The Flash,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,80,25,100,30,85,40,5,,2
Ocean Master,Vigilante,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,60,1,7,10,10,70,1,,1
Ocean Master,White Dragon,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,65,13,25,10,20,40,1,,1
Ocean Master,Wonder Woman,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,80,95,70,60,55,100,3,,2
Ocean Master,Wrath,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,65,65,65,40,60,65,3,,2
Ocean Master,Zeus,DC Extended Universe,65,55,30,35,50,90,3,,DC Extended Universe,95,100,25,50,80,85,4,4,2
