Heroe 1,Heroe 2,Ganador
Iron Fist,Thor (Awakened),2
Iron Fist,Thor,2
Iron Fist,Ultron,1
Iron Fist,Unworthy Thor,2
Iron Fist,Valkyrie,1
Iron Fist,Vision,1
Iron Fist,Vulture,1
Iron Fist,Wanda Maximoff (Pre-WandaVision),2
Iron Fist,War Machine,2
Iron Fist,Warlock,1
Iron Fist,Wasp,1
Iron Fist,Whiplash,2
Iron Fist,Whiplash (Mark II),2
Iron Fist,White Wolf,2
Iron Fist,Winter Soldier,1
Iron Fist,Wolverine,2
Iron Fist,Wong,1
Iron Fist,YellowJacket,1
Iron Fist,Yondu,1
Iron Fist,Zeus,1
Iron Man,Iron Man (Mk 1),1
Iron Man,Iron Man (Stark Gauntlet),1
Iron Man,Iron Man (Hulkbuster),2
Iron Man,Iron Monger,1
Iron Man,Iron Spider,1
Iron Man,Ironheart,2
Iron Man,Jemiah The Analyzer,2
Iron Man,Jessica Jones,1
Iron Man,Kaecilius,2
Iron Man,Kang the Conqueror,2
Iron Man,Killian,2
Iron Man,Killmonger,2
Iron Man,Kingo,1
Iron Man,Kingpin,1
Iron Man,Korath The Pursuer,1
Iron Man,Korg,2
Iron Man,Kro,2
Iron Man,Kurse,1
Iron Man,Kid Loki,2
Iron Man,Lady Loki,1
Iron Man,Leo Fitz,1
Iron Man,Leviathan,1
Iron Man,Loki,2
Iron Man,Loki (Mind Stone),1
Iron Man,Loki (Keeper Of The Multiverse),1
Iron Man,Loki (Variant L1130),1
Iron Man,Loki (King of Asgard),2
Iron Man,Luke Cage,2
Iron Man,M'baku,2
Iron Man,Makkari,2
Iron Man,Malekith (Reality Stone),1
Iron Man,Malekith,2
Iron Man,Mandarin,1
Iron Man,Mantis,1
Iron Man,Mighty Thor,2
Iron Man,MODOK,1
Iron Man,Moon Knight,1
Iron Man,Mr. Fantastic (Earth 838),2
Iron Man,Mr. Knight,2
Iron Man,Ms. America,1
Iron Man,Ms. Marvel,2
Iron Man,Mysterio,2
Iron Man,Namor,1
Iron Man,Nebula,2
Iron Man,Nick Fury,2
Iron Man,Nomad,1
Iron Man,Odin,2
Iron Man,Okoye,2
Iron Man,Outrider,2
Iron Man,Pepper Potts (Extremis),2
Iron Man,Phastos,1
Iron Man,Photon,2
Iron Man,Proxima Midnight,1
Iron Man,Quake,1
Iron Man,Quicksilver,2
Iron Man,Red Guardian,2
Iron Man,Red Skull (Stonekeeper),1
Iron Man,Red Skull,2
Iron Man,Rescue,1
Iron Man,Rocket Raccoon,2
Iron Man,Ronan The Accuser (Power Stone),1
Iron Man,Ronan The Accuser,1
Iron Man,Ronin,2
Iron Man,Scarlet Witch,1
Iron Man,Sersi (uni-mind),2
Iron Man,Sersi,2
Iron Man,Shang-Chi,1
Iron Man,She-Hulk,1
Iron Man,Shuri,1
Iron Man,Sif,1
Iron Man,Sinister Strange,1
Iron Man,Smart Hulk,2
Iron Man,Spectral Vision,2
Iron Man,Spider-Man,1
Iron Man,Star-Lord (Celestial Power),1
Iron Man,Star-Lord,2
Iron Man,Stature,1
Iron Man,Surtur,2
Iron Man,Swole Groot,1
Iron Man,Talos The Untamed,1
Iron Man,Taskmaster,1
Iron Man,Teenage Groot,1
Iron Man,Thanos,1
Iron Man,Thanos (Infinity Gauntlet),2
Iron Man,The Collector,1
Iron Man,The Executioner,2
Iron Man,The Grandmaster,1
Iron Man,The Great Protector,1
Iron Man,The Punisher,2
Iron Man,Thena,2
Iron Man,Thor (Pre-Ragnarok),1
Iron Man,Thor (Awakened),1
Iron Man,Thor,2
Iron Man,Ultron,1
Iron Man,Unworthy Thor,2
Iron Man,Valkyrie,2
Iron Man,Vision,1
Iron Man,Vulture,2
Iron Man,Wanda Maximoff (Pre-WandaVision),1
Iron Man,War Machine,2
Iron Man,Warlock,2
Iron Man,Wasp,1
Iron Man,Whiplash,1
Iron Man,Whiplash (Mark II),1
Iron Man,White Wolf,1
Iron Man,Winter Soldier,2
Iron Man,Wolverine,2
Iron Man,Wong,2
Iron Man,YellowJacket,2
Iron Man,Yondu,2
Iron Man,Zeus,1
Iron Man (Mk 1),Iron Man (Stark Gauntlet),1
Iron Man (Mk 1),Iron Man (Hulkbuster),1
Iron Man (Mk 1),Iron Monger,1
Iron Man (Mk 1),Iron Spider,1
Iron Man (Mk 1),Ironheart,2
Iron Man (Mk 1),Jemiah The Analyzer,2
Iron Man (Mk 1),Jessica Jones,2
Iron Man (Mk 1),Kaecilius,2
Iron Man (Mk 1),Kang the Conqueror,2
Iron Man (Mk 1),Killian,1
Iron Man (Mk 1),Killmonger,1
Iron Man (Mk 1),Kingo,1
Iron Man (Mk 1),Kingpin,2
Iron Man (Mk 1),Korath The Pursuer,1
Iron Man (Mk 1),Korg,2
Iron Man (Mk 1),Kro,1
Iron Man (Mk 1),Kurse,2
Iron Man (Mk 1),Kid Loki,1
Iron Man (Mk 1),Lady Loki,2
Iron Man (Mk 1),Leo Fitz,1
Iron Man (Mk 1),Leviathan,2
Iron Man (Mk 1),Loki,1
Iron Man (Mk 1),Loki (Mind Stone),2
Iron Man (Mk 1),Loki (Keeper Of The Multiverse),2
Iron Man (Mk 1),Loki (Variant L1130),2
Iron Man (Mk 1),Loki (King of Asgard),2
Iron Man (Mk 1),Luke Cage,1
Iron Man (Mk 1),M'baku,2
Iron Man (Mk 1),Makkari,2
Iron Man (Mk 1),Malekith (Reality Stone),2
Iron Man (Mk 1),Malekith,1
Iron Man (Mk 1),Mandarin,1
Iron Man (Mk 1),Mantis,1
Iron Man (Mk 1),Mighty Thor,2
Iron Man (Mk 1),MODOK,1
Iron Man (Mk 1),Moon Knight,2
Iron Man (Mk 1),Mr. Fantastic (Earth 838),2
Iron Man (Mk 1),Mr. Knight,1
Iron Man (Mk 1),Ms. America,2
Iron Man (Mk 1),Ms. Marvel,1
Iron Man (Mk 1),Mysterio,1
Iron Man (Mk 1),Namor,2
Iron Man (Mk 1),Nebula,2
Iron Man (Mk 1),Nick Fury,1
Iron Man (Mk 1),Nomad,2
Iron Man (Mk 1),Odin,2
Iron Man (Mk 1),Okoye,2
Iron Man (Mk 1),Outrider,1
Iron Man (Mk 1),Pepper Potts (Extremis),1
Iron Man (Mk 1),Phastos,1
Iron Man (Mk 1),Photon,1
Iron Man (Mk 1),Proxima Midnight,1
Iron Man (Mk 1),Quake,2
Iron Man (Mk 1),Quicksilver,2
Iron Man (Mk 1),Red Guardian,2
Iron Man (Mk 1),Red Skull (Stonekeeper),1
Iron Man (Mk 1),Red Skull,2
Iron Man (Mk 1),Rescue,1
Iron Man (Mk 1),Rocket Raccoon,2
Iron Man (Mk 1),Ronan The Accuser (Power Stone),2
Iron Man (Mk 1),Ronan The Accuser,1
Iron Man (Mk 1),Ronin,1
Iron Man (Mk 1),Scarlet Witch,2
Iron Man (Mk 1),Sersi (uni-mind),2
Iron Man (Mk 1),Sersi,1
Iron Man (Mk 1),Shang-Chi,1
Iron Man (Mk 1),She-Hulk,2
Iron Man (Mk 1),Shuri,2
Iron Man (Mk 1),Sif,2
Iron Man (Mk 1),Sinister Strange,1
Iron Man (Mk 1),Smart Hulk,2
Iron Man (Mk 1),Spectral Vision,1
Iron Man (Mk 1),Spider-Man,2
Iron Man (Mk 1),Star-Lord (Celestial Power),2
Iron Man (Mk 1),Star-Lord,2
Iron Man (Mk 1),Stature,2
Iron Man (Mk 1),Surtur,1
Iron Man (Mk 1),Swole Groot,2
Iron Man (Mk 1),Talos The Untamed,1
Iron Man (Mk 1),Taskmaster,1
Iron Man (Mk 1),Teenage Groot,2
Iron Man (Mk 1),Thanos,2
Iron Man (Mk 1),Thanos (Infinity Gauntlet),2
Iron Man (Mk 1),The Collector,1
Iron Man (Mk 1),The Executioner,1
Iron Man (Mk 1),The Grandmaster,1
Iron Man (Mk 1),The Great Protector,2
Iron Man (Mk 1),The Punisher,2
Iron Man (Mk 1),Thena,1
Iron Man (Mk 1),Thor (Pre-Ragnarok),1
Iron Man (Mk 1),Thor (Awakened),2
Iron Man (Mk 1),Thor,2
Iron Man (Mk 1),Ultron,2
Iron Man (Mk 1),Unworthy Thor,1
Iron Man (Mk 1),Valkyrie,1
Iron Man (Mk 1),Vision,2
Iron Man (Mk 1),Vulture,2
Iron Man (Mk 1),Wanda Maximoff (Pre-WandaVision),1
Iron Man (Mk 1),War Machine,2
Iron Man (Mk 1),Warlock,1
Iron Man (Mk 1),Wasp,2
Iron Man (Mk 1),Whiplash,1
Iron Man (Mk 1),Whiplash (Mark II),2
Iron Man (Mk 1),White Wolf,1
Iron Man (Mk 1),Winter Soldier,1
Iron Man (Mk 1),Wolverine,2
Iron Man (Mk 1),Wong,1
Iron Man (Mk 1),YellowJacket,1
Iron Man (Mk 1),Yondu,2
Iron Man (Mk 1),Zeus,2
Iron Man (Stark Gauntlet),Iron Man (Hulkbuster),2
Iron Man (Stark Gauntlet),Iron Monger,1
Iron Man (Stark Gauntlet),Iron Spider,1
Iron Man (Stark Gauntlet),Ironheart,1
Iron Man (Stark Gauntlet),Jemiah The Analyzer,1
Iron Man (Stark Gauntlet),Jessica Jones,2
Iron Man (Stark Gauntlet),Kaecilius,1
Iron Man (Stark Gauntlet),Kang the Conqueror,1
Iron Man (Stark Gauntlet),Killian,2
Iron Man (Stark Gauntlet),Killmonger,1
Iron Man (Stark Gauntlet),Kingo,2
Iron Man (Stark Gauntlet),Kingpin,1
Iron Man (Stark Gauntlet),Korath The Pursuer,2
Iron Man (Stark Gauntlet),Korg,2
Iron Man (Stark Gauntlet),Kro,1
Iron Man (Stark Gauntlet),Kurse,2
Iron Man (Stark Gauntlet),Kid Loki,1
Iron Man (Stark Gauntlet),Lady Loki,1
Iron Man (Stark Gauntlet),Leo Fitz,1
Iron Man (Stark Gauntlet),Leviathan,2
Iron Man (Stark Gauntlet),Loki,2
Iron Man (Stark Gauntlet),Loki (Mind Stone),2
Iron Man (Stark Gauntlet),Loki (Keeper Of The Multiverse),2
Iron Man (Stark Gauntlet),Loki (Variant L1130),1
Iron Man (Stark Gauntlet),Loki (King of Asgard),1
Iron Man (Stark Gauntlet),Luke Cage,1
Iron Man (Stark Gauntlet),M'baku,1
Iron Man (Stark Gauntlet),Makkari,1
Iron Man (Stark Gauntlet),Malekith (Reality Stone),1
Iron Man (Stark Gauntlet),Malekith,2
Iron Man (Stark Gauntlet),Mandarin,2
Iron Man (Stark Gauntlet),Mantis,1
Iron Man (Stark Gauntlet),Mighty Thor,2
Iron Man (Stark Gauntlet),MODOK,1
Iron Man (Stark Gauntlet),Moon Knight,2
Iron Man (Stark Gauntlet),Mr. Fantastic (Earth 838),1
Iron Man (Stark Gauntlet),Mr. Knight,2
Iron Man (Stark Gauntlet),Ms. America,2
Iron Man (Stark Gauntlet),Ms. Marvel,2
Iron Man (Stark Gauntlet),Mysterio,1
Iron Man (Stark Gauntlet),Namor,2
Iron Man (Stark Gauntlet),Nebula,1
Iron Man (Stark Gauntlet),Nick Fury,1
Iron Man (Stark Gauntlet),Nomad,1
Iron Man (Stark Gauntlet),Odin,2
Iron Man (Stark Gauntlet),Okoye,1
Iron Man (Stark Gauntlet),Outrider,2
Iron Man (Stark Gauntlet),Pepper Potts (Extremis),1
Iron Man (Stark Gauntlet),Phastos,2
Iron Man (Stark Gauntlet),Photon,2
Iron Man (Stark Gauntlet),Proxima Midnight,1
Iron Man (Stark Gauntlet),Quake,1
Iron Man (Stark Gauntlet),Quicksilver,1
Iron Man (Stark Gauntlet),Red Guardian,1
Iron Man (Stark Gauntlet),Red Skull (Stonekeeper),2
Iron Man (Stark Gauntlet),Red Skull,1
Iron Man (Stark Gauntlet),Rescue,2
Iron Man (Stark Gauntlet),Rocket Raccoon,2
Iron Man (Stark Gauntlet),Ronan The Accuser (Power Stone),2
Iron Man (Stark Gauntlet),Ronan The Accuser,1
Iron Man (Stark Gauntlet),Ronin,1
Iron Man (Stark Gauntlet),Scarlet Witch,2
Iron Man (Stark Gauntlet),Sersi (uni-mind),1
Iron Man (Stark Gauntlet),Sersi,2
Iron Man (Stark Gauntlet),Shang-Chi,2
Iron Man (Stark Gauntlet),She-Hulk,2
Iron Man (Stark Gauntlet),Shuri,2
Iron Man (Stark Gauntlet),Sif,2
Iron Man (Stark Gauntlet),Sinister Strange,2
Iron Man (Stark Gauntlet),Smart Hulk,2
Iron Man (Stark Gauntlet),Spectral Vision,1
Iron Man (Stark Gauntlet),Spider-Man,1
Iron Man (Stark Gauntlet),Star-Lord (Celestial Power),1
Iron Man (Stark Gauntlet),Star-Lord,2
Iron Man (Stark Gauntlet),Stature,1
Iron Man (Stark Gauntlet),Surtur,1
Iron Man (Stark Gauntlet),Swole Groot,2
Iron Man (Stark Gauntlet),Talos The Untamed,1
Iron Man (Stark Gauntlet),Taskmaster,1
Iron Man (Stark Gauntlet),Teenage Groot,1
Iron Man (Stark Gauntlet),Thanos,2
Iron Man (Stark Gauntlet),Thanos (Infinity Gauntlet),2
Iron Man (Stark Gauntlet),The Collector,1
Iron Man (Stark Gauntlet),The Executioner,1
Iron Man (Stark Gauntlet),The Grandmaster,2
Iron Man (Stark Gauntlet),The Great Protector,1
Iron Man (Stark Gauntlet),The Punisher,1
Iron Man (Stark Gauntlet),Thena,1
Iron Man (Stark Gauntlet),Thor (Pre-Ragnarok),1
Iron Man (Stark Gauntlet),Thor (Awakened),2
Iron Man (Stark Gauntlet),Thor,1
Iron Man (Stark Gauntlet),Ultron,1
Iron Man (Stark Gauntlet),Unworthy Thor,1
Iron Man (Stark Gauntlet),Valkyrie,2
Iron Man (Stark Gauntlet),Vision,2
Iron Man (Stark Gauntlet),Vulture,2
Iron Man (Stark Gauntlet),Wanda Maximoff (Pre-WandaVision),1
Iron Man (Stark Gauntlet),War Machine,1
Iron Man (Stark Gauntlet),Warlock,2
Iron Man (Stark Gauntlet),Wasp,1
Iron Man (Stark Gauntlet),Whiplash,1
Iron Man (Stark Gauntlet),Whiplash (Mark II),2
Iron Man (Stark Gauntlet),White Wolf,2
Iron Man (Stark Gauntlet),Winter Soldier,1
Iron Man (Stark Gauntlet),Wolverine,1
Iron Man (Stark Gauntlet),Wong,2
Iron Man (Stark Gauntlet),YellowJacket,1
Iron Man (Stark Gauntlet),Yondu,1
Iron Man (Stark Gauntlet),Zeus,2
Iron Man (Hulkbuster),Iron Monger,1
Iron Man (Hulkbuster),Iron Spider,2
Iron Man (Hulkbuster),Ironheart,1
Iron Man (Hulkbuster),Jemiah The Analyzer,2
Iron Man (Hulkbuster),Jessica Jones,2
Iron Man (Hulkbuster),Kaecilius,2
Iron Man (Hulkbuster),Kang the Conqueror,2
Iron Man (Hulkbuster),Killian,2
Iron Man (Hulkbuster),Killmonger,2
Iron Man (Hulkbuster),Kingo,1
Iron Man (Hulkbuster),Kingpin,1
Iron Man (Hulkbuster),Korath The Pursuer,2
Iron Man (Hulkbuster),Korg,2
Iron Man (Hulkbuster),Kro,1
Iron Man (Hulkbuster),Kurse,1
Iron Man (Hulkbuster),Kid Loki,2
Iron Man (Hulkbuster),Lady Loki,2
Iron Man (Hulkbuster),Leo Fitz,2
Iron Man (Hulkbuster),Leviathan,1
Iron Man (Hulkbuster),Loki,1
Iron Man (Hulkbuster),Loki (Mind Stone),1
Iron Man (Hulkbuster),Loki (Keeper Of The Multiverse),2
Iron Man (Hulkbuster),Loki (Variant L1130),1
Iron Man (Hulkbuster),Loki (King of Asgard),2
Iron Man (Hulkbuster),Luke Cage,1
Iron Man (Hulkbuster),M'baku,2
Iron Man (Hulkbuster),Makkari,1
Iron Man (Hulkbuster),Malekith (Reality Stone),2
Iron Man (Hulkbuster),Malekith,1
Iron Man (Hulkbuster),Mandarin,2
Iron Man (Hulkbuster),Mantis,2
Iron Man (Hulkbuster),Mighty Thor,1
Iron Man (Hulkbuster),MODOK,1
Iron Man (Hulkbuster),Moon Knight,1
Iron Man (Hulkbuster),Mr. Fantastic (Earth 838),2
Iron Man (Hulkbuster),Mr. Knight,1
Iron Man (Hulkbuster),Ms. America,2
Iron Man (Hulkbuster),Ms. Marvel,1
Iron Man (Hulkbuster),Mysterio,2
Iron Man (Hulkbuster),Namor,1
Iron Man (Hulkbuster),Nebula,1
Iron Man (Hulkbuster),Nick Fury,1
Iron Man (Hulkbuster),Nomad,2
Iron Man (Hulkbuster),Odin,1
Iron Man (Hulkbuster),Okoye,2
Iron Man (Hulkbuster),Outrider,1
Iron Man (Hulkbuster),Pepper Potts (Extremis),1
Iron Man (Hulkbuster),Phastos,1
Iron Man (Hulkbuster),Photon,2
Iron Man (Hulkbuster),Proxima Midnight,2
Iron Man (Hulkbuster),Quake,2
Iron Man (Hulkbuster),Quicksilver,2
Iron Man (Hulkbuster),Red Guardian,2
Iron Man (Hulkbuster),Red Skull (Stonekeeper),1
Iron Man (Hulkbuster),Red Skull,2
Iron Man (Hulkbuster),Rescue,2
Iron Man (Hulkbuster),Rocket Raccoon,2
Iron Man (Hulkbuster),Ronan The Accuser (Power Stone),2
Iron Man (Hulkbuster),Ronan The Accuser,1
Iron Man (Hulkbuster),Ronin,1
Iron Man (Hulkbuster),Scarlet Witch,1
Iron Man (Hulkbuster),Sersi (uni-mind),1
Iron Man (Hulkbuster),Sersi,2
Iron Man (Hulkbuster),Shang-Chi,2
Iron Man (Hulkbuster),She-Hulk,1
Iron Man (Hulkbuster),Shuri,1
Iron Man (Hulkbuster),Sif,2
Iron Man (Hulkbuster),Sinister Strange,2
Iron Man (Hulkbuster),Smart Hulk,1
Iron Man (Hulkbuster),Spectral Vision,2
Iron Man (Hulkbuster),Spider-Man,1
Iron Man (Hulkbuster),Star-Lord (Celestial Power),1
Iron Man (Hulkbuster),Star-Lord,2
Iron Man (Hulkbuster),Stature,1
Iron Man (Hulkbuster),Surtur,2
Iron Man (Hulkbuster),Swole Groot,1
Iron Man (Hulkbuster),Talos The Untamed,1
Iron Man (Hulkbuster),Taskmaster,1
Iron Man (Hulkbuster),Teenage Groot,1
Iron Man (Hulkbuster),Thanos,1
Iron Man (Hulkbuster),Thanos (Infinity Gauntlet),2
Iron Man (Hulkbuster),The Collector,1
Iron Man (Hulkbuster),The Executioner,2
Iron Man (Hulkbuster),The Grandmaster,1
Iron Man (Hulkbuster),The Great Protector,2
Iron Man (Hulkbuster),The Punisher,2
Iron Man (Hulkbuster),Thena,2
Iron Man (Hulkbuster),Thor (Pre-Ragnarok),1
Iron Man (Hulkbuster),Thor (Awakened),1
Iron Man (Hulkbuster),Thor,1
Iron Man (Hulkbuster),Ultron,2
Iron Man (Hulkbuster),Unworthy Thor,2
Iron Man (Hulkbuster),Valkyrie,2
Iron Man (Hulkbuster),Vision,1
Iron Man (Hulkbuster),Vulture,2
Iron Man (Hulkbuster),Wanda Maximoff (Pre-WandaVision),2
Iron Man (Hulkbuster),War Machine,2
Iron Man (Hulkbuster),Warlock,1
Iron Man (Hulkbuster),Wasp,1
Iron Man (Hulkbuster),Whiplash,1
Iron Man (Hulkbuster),Whiplash (Mark II),2
Iron Man (Hulkbuster),White Wolf,1
Iron Man (Hulkbuster),Winter Soldier,2
Iron Man (Hulkbuster),Wolverine,1
Iron Man (Hulkbuster),Wong,2
Iron Man (Hulkbuster),YellowJacket,2
Iron Man (Hulkbuster),Yondu,1
Iron Man (Hulkbuster),Zeus,1
Iron Monger,Iron Spider,2
Iron Monger,Ironheart,2
Iron Monger,Jemiah The Analyzer,1
Iron Monger,Jessica Jones,2
Iron Monger,Kaecilius,1
Iron Monger,Kang the Conqueror,2
Iron Monger,Killian,1
Iron Monger,Killmonger,2
Iron Monger,Kingo,1
Iron Monger,Kingpin,2
Iron Monger,Korath The Pursuer,1
Iron Monger,Korg,1
Iron Monger,Kro,2
Iron Monger,Kurse,2
Iron Monger,Kid Loki,1
Iron Monger,Lady Loki,1
Iron Monger,Leo Fitz,2
Iron Monger,Leviathan,2
Iron Monger,Loki,2
Iron Monger,Loki (Mind Stone),2
Iron Monger,Loki (Keeper Of The Multiverse),1
Iron Monger,Loki (Variant L1130),2
Iron Monger,Loki (King of Asgard),2
Iron Monger,Luke Cage,1
Iron Monger,M'baku,1
Iron Monger,Makkari,1
Iron Monger,Malekith (Reality Stone),2
Iron Monger,Malekith,1
Iron Monger,Mandarin,1
Iron Monger,Mantis,1
Iron Monger,Mighty Thor,2
Iron Monger,MODOK,1
Iron Monger,Moon Knight,1
Iron Monger,Mr. Fantastic (Earth 838),1
Iron Monger,Mr. Knight,2
Iron Monger,Ms. America,1
Iron Monger,Ms. Marvel,2
Iron Monger,Mysterio,1
Iron Monger,Namor,2
Iron Monger,Nebula,1
Iron Monger,Nick Fury,2
Iron Monger,Nomad,1
Iron Monger,Odin,2
Iron Monger,Okoye,2
Iron Monger,Outrider,1
Iron Monger,Pepper Potts (Extremis),1
Iron Monger,Phastos,2
Iron Monger,Photon,1
Iron Monger,Proxima Midnight,1
Iron Monger,Quake,2
Iron Monger,Quicksilver,1
Iron Monger,Red Guardian,2
Iron Monger,Red Skull (Stonekeeper),2
Iron Monger,Red Skull,2
Iron Monger,Rescue,2
Iron Monger,Rocket Raccoon,1
Iron Monger,Ronan The Accuser (Power Stone),1
Iron Monger,Ronan The Accuser,2
Iron Monger,Ronin,1
Iron Monger,Scarlet Witch,2
Iron Monger,Sersi (uni-mind),1
Iron Monger,Sersi,2
Iron Monger,Shang-Chi,1
Iron Monger,She-Hulk,2
Iron Monger,Shuri,1
Iron Monger,Sif,1
Iron Monger,Sinister Strange,1
Iron Monger,Smart Hulk,1
Iron Monger,Spectral Vision,1
Iron Monger,Spider-Man,2
Iron Monger,Star-Lord (Celestial Power),2
Iron Monger,Star-Lord,1
Iron Monger,Stature,1
Iron Monger,Surtur,2
Iron Monger,Swole Groot,2
Iron Monger,Talos The Untamed,1
Iron Monger,Taskmaster,1
Iron Monger,Teenage Groot,1
Iron Monger,Thanos,2
Iron Monger,Thanos (Infinity Gauntlet),1
Iron Monger,The Collector,1
Iron Monger,The Executioner,1
Iron Monger,The Grandmaster,2
Iron Monger,The Great Protector,2
Iron Monger,The Punisher,1
Iron Monger,Thena,1
Iron Monger,Thor (Pre-Ragnarok),2
Iron Monger,Thor (Awakened),2
Iron Monger,Thor,1
Iron Monger,Ultron,1
Iron Monger,Unworthy Thor,1
Iron Monger,Valkyrie,1
Iron Monger,Vision,1
Iron Monger,Vulture,2
Iron Monger,Wanda Maximoff (Pre-WandaVision),1
Iron Monger,War Machine,1
Iron Monger,Warlock,2
Iron Monger,Wasp,2
Iron Monger,Whiplash,2
Iron Monger,Whiplash (Mark II),2
Iron Monger,White Wolf,2
Iron Monger,Winter Soldier,2
Iron Monger,Wolverine,1
Iron Monger,Wong,2
Iron Monger,YellowJacket,2
Iron Monger,Yondu,1
Iron Monger,Zeus,2
Iron Spider,Ironheart,2
Iron Spider,Jemiah The Analyzer,1
Iron Spider,Jessica Jones,2
Iron Spider,Kaecilius,2
Iron Spider,Kang the Conqueror,2
Iron Spider,Killian,1
Iron Spider,Killmonger,2
Iron Spider,Kingo,1
Iron Spider,Kingpin,1
Iron Spider,Korath The Pursuer,1
Iron Spider,Korg,2
Iron Spider,Kro,1
Iron Spider,Kurse,1
Iron Spider,Kid Loki,1
Iron Spider,Lady Loki,1
Iron Spider,Leo Fitz,2
Iron Spider,Leviathan,1
Iron Spider,Loki,2
Iron Spider,Loki (Mind Stone),2
Iron Spider,Loki (Keeper Of The Multiverse),1
Iron Spider,Loki (Variant L1130),2
Iron Spider,Loki (King of Asgard),2
Iron Spider,Luke Cage,1
Iron Spider,M'baku,2
Iron Spider,Makkari,1
Iron Spider,Malekith (Reality Stone),2
Iron Spider,Malekith,1
Iron Spider,Mandarin,1
Iron Spider,Mantis,2
Iron Spider,Mighty Thor,1
Iron Spider,MODOK,1
Iron Spider,Moon Knight,2
Iron Spider,Mr. Fantastic (Earth 838),1
Iron Spider,Mr. Knight,2
Iron Spider,Ms. America,1
Iron Spider,Ms. Marvel,2
Iron Spider,Mysterio,1
Iron Spider,Namor,2
Iron Spider,Nebula,1
Iron Spider,Nick Fury,1
Iron Spider,Nomad,1
Iron Spider,Odin,2
Iron Spider,Okoye,1
Iron Spider,Outrider,1
Iron Spider,Pepper Potts (Extremis),1
Iron Spider,Phastos,1
Iron Spider,Photon,2
Iron Spider,Proxima Midnight,1
Iron Spider,Quake,1
Iron Spider,Quicksilver,2
Iron Spider,Red Guardian,1
Iron Spider,Red Skull (Stonekeeper),1
Iron Spider,Red Skull,1
Iron Spider,Rescue,2
Iron Spider,Rocket Raccoon,2
Iron Spider,Ronan The Accuser (Power Stone),2
Iron Spider,Ronan The Accuser,1
Iron Spider,Ronin,2
Iron Spider,Scarlet Witch,2
Iron Spider,Sersi (uni-mind),1
Iron Spider,Sersi,1
Iron Spider,Shang-Chi,2
Iron Spider,She-Hulk,2
Iron Spider,Shuri,2
Iron Spider,Sif,1
Iron Spider,Sinister Strange,2
Iron Spider,Smart Hulk,1
Iron Spider,Spectral Vision,1
Iron Spider,Spider-Man,1
Iron Spider,Star-Lord (Celestial Power),1
Iron Spider,Star-Lord,1
Iron Spider,Stature,2
Iron Spider,Surtur,1
Iron Spider,Swole Groot,1
Iron Spider,Talos The Untamed,1
Iron Spider,Taskmaster,1
Iron Spider,Teenage Groot,2
Iron Spider,Thanos,1
Iron Spider,Thanos (Infinity Gauntlet),1
Iron Spider,The Collector,1
Iron Spider,The Executioner,2
Iron Spider,The Grandmaster,2
Iron Spider,The Great Protector,2
Iron Spider,The Punisher,1
Iron Spider,Thena,2
Iron Spider,Thor (Pre-Ragnarok),1
Iron Spider,Thor (Awakened),2
Iron Spider,Thor,2
Iron Spider,Ultron,1
Iron Spider,Unworthy Thor,1
Iron Spider,Valkyrie,1
Iron Spider,Vision,1
Iron Spider,Vulture,1
Iron Spider,Wanda Maximoff (Pre-WandaVision),1
Iron Spider,War Machine,1
Iron Spider,Warlock,1
Iron Spider,Wasp,1
Iron Spider,Whiplash,2
Iron Spider,Whiplash (Mark II),1
Iron Spider,White Wolf,1
Iron Spider,Winter Soldier,1
Iron Spider,Wolverine,2
Iron Spider,Wong,1
Iron Spider,YellowJacket,1
Iron Spider,Yondu,2
Iron Spider,Zeus,1
Ironheart,Jemiah The Analyzer,2
Ironheart,Jessica Jones,2
Ironheart,Kaecilius,1
Ironheart,Kang the Conqueror,1
Ironheart,Killian,2
Ironheart,Killmonger,2
Ironheart,Kingo,1
Ironheart,Kingpin,1
Ironheart,Korath The Pursuer,1
Ironheart,Korg,1
Ironheart,Kro,1
Ironheart,Kurse,1
Ironheart,Kid Loki,2
Ironheart,Lady Loki,2
Ironheart,Leo Fitz,1
Ironheart,Leviathan,1
Ironheart,Loki,2
Ironheart,Loki (Mind Stone),2
Ironheart,Loki (Keeper Of The Multiverse),2
Ironheart,Loki (Variant L1130),2
Ironheart,Loki (King of Asgard),2
Ironheart,Luke Cage,1
Ironheart,M'baku,2
Ironheart,Makkari,1
Ironheart,Malekith (Reality Stone),1
Ironheart,Malekith,2
Ironheart,Mandarin,1
Ironheart,Mantis,2
Ironheart,Mighty Thor,2
Ironheart,MODOK,1
Ironheart,Moon Knight,2
Ironheart,Mr. Fantastic (Earth 838),1
Ironheart,Mr. Knight,1
Ironheart,Ms. America,1
Ironheart,Ms. Marvel,2
Ironheart,Mysterio,2
Ironheart,Namor,2
Ironheart,Nebula,1
Ironheart,Nick Fury,1
Ironheart,Nomad,1
Ironheart,Odin,1
Ironheart,Okoye,1
Ironheart,Outrider,2
Ironheart,Pepper Potts (Extremis),2
Ironheart,Phastos,1
Ironheart,Photon,2
Ironheart,Proxima Midnight,2
Ironheart,Quake,1
Ironheart,Quicksilver,1
Ironheart,Red Guardian,1
Ironheart,Red Skull (Stonekeeper),2
Ironheart,Red Skull,2
Ironheart,Rescue,2
