Heroe_1,Heroe_2
Loki (Variant L1130),Loki (King of Asgard)
Loki (Variant L1130),Luke Cage
Loki (Variant L1130),M'baku
Loki (Variant L1130),Makkari
Loki (Variant L1130),Malekith (Reality Stone)
Loki (Variant L1130),Malekith
Loki (Variant L1130),Mandarin
Loki (Variant L1130),Mantis
Loki (Variant L1130),Mighty Thor
Loki (Variant L1130),MODOK
Loki (Variant L1130),Moon Knight
Loki (Variant L1130),Mr. Fantastic (Earth 838)
Loki (Variant L1130),Mr. Knight
Loki (Variant L1130),Ms. America
Loki (Variant L1130),Ms. Marvel
Loki (Variant L1130),Mysterio
Loki (Variant L1130),Namor
Loki (Variant L1130),Nebula
Loki (Variant L1130),Nick Fury
Loki (Variant L1130),Nomad
Loki (Variant L1130),Odin
Loki (Variant L1130),Okoye
Loki (Variant L1130),Outrider
Loki (Variant L1130),Pepper Potts (Extremis)
Loki (Variant L1130),Phastos
Loki (Variant L1130),Photon
Loki (Variant L1130),Proxima Midnight
Loki (Variant L1130),Quake
Loki (Variant L1130),Quicksilver
Loki (Variant L1130),Red Guardian
Loki (Variant L1130),Red Skull (Stonekeeper)
Loki (Variant L1130),Red Skull
Loki (Variant L1130),Rescue
Loki (Variant L1130),Rocket Raccoon
Loki (Variant L1130),Ronan The Accuser (Power Stone)
Loki (Variant L1130),Ronan The Accuser
Loki (Variant L1130),Ronin
Loki (Variant L1130),Scarlet Witch
Loki (Variant L1130),Sersi (uni-mind)
Loki (Variant L1130),Sersi
Loki (Variant L1130),Shang-Chi
Loki (Variant L1130),She-Hulk
Loki (Variant L1130),Shuri
Loki (Variant L1130),Sif
Loki (Variant L1130),Sinister Strange
Loki (Variant L1130),Smart Hulk
Loki (Variant L1130),Spectral Vision
Loki (Variant L1130),Spider-Man
Loki (Variant L1130),Star-Lord (Celestial Power)
Loki (Variant L1130),Star-Lord
Loki (Variant L1130),Stature
Loki (Variant L1130),Surtur
Loki (Variant L1130),Swole Groot
Loki (Variant L1130),Talos The Untamed
Loki (Variant L1130),Taskmaster
Loki (Variant L1130),Teenage Groot
Loki (Variant L1130),Thanos
Loki (Variant L1130),Thanos (Infinity Gauntlet)
Loki (Variant L1130),The Collector
Loki (Variant L1130),The Executioner
Loki (Variant L1130),The Grandmaster
Loki (Variant L1130),The Great Protector
Loki (Variant L1130),The Punisher
Loki (Variant L1130),Thena
Loki (Variant L1130),Thor (Pre-Ragnarok)
Loki (Variant L1130),Thor (Awakened)
Loki (Variant L1130),Thor
Loki (Variant L1130),Ultron
Loki (Variant L1130),Unworthy Thor
Loki (Variant L1130),Valkyrie
Loki (Variant L1130),Vision
Loki (Variant L1130),Volstagg
Loki (Variant L1130),Vulture
Loki (Variant L1130),Wanda Maximoff (Pre-WandaVision)
Loki (Variant L1130),War Machine
Loki (Variant L1130),Warlock
Loki (Variant L1130),Wasp
Loki (Variant L1130),Whiplash
Loki (Variant L1130),Whiplash (Mark II)
Loki (Variant L1130),White Wolf
Loki (Variant L1130),Winter Soldier
Loki (Variant L1130),Wolverine
Loki (Variant L1130),Wong
Loki (Variant L1130),YellowJacket
Loki (Variant L1130),Yondu
Loki (Variant L1130),Zeus
Loki (Variant L1130),Gogeta (Super Saiyan 4)
Loki (Variant L1130),Goku (Super Saiyan 3)
Loki (Variant L1130),Goku (Super Saiyan 2)
Loki (Variant L1130),Goku (Super Saiyan 4)
Loki (Variant L1130),Goku Jr.
Loki (Variant L1130),Goten
Loki (Variant L1130),Pan
Loki (Variant L1130),Piccolo
Loki (Variant L1130),Son Goku
Loki (Variant L1130),Syn Shenron
Loki (Variant L1130),Trunks
Loki (Variant L1130),Uub
Loki (Variant L1130),Android 16
Loki (Variant L1130),Android 17
Loki (Variant L1130),Android 18
Loki (Variant L1130),Android 19
Loki (Variant L1130),Aniraza
Loki (Variant L1130),Arak
Loki (Variant L1130),Bandages The Mummy
Loki (Variant L1130),Bardock (Super Saiyan)
Loki (Variant L1130),Bardock
Loki (Variant L1130),Basil
Loki (Variant L1130),Beerus
Loki (Variant L1130),Belmod
Loki (Variant L1130),Bergamo
Loki (Variant L1130),Biarra
Loki (Variant L1130),Bido
Loki (Variant L1130),Bikal
Loki (Variant L1130),Black Frieza
Loki (Variant L1130),Bojack
Loki (Variant L1130),Borareta
Loki (Variant L1130),Botamo
Loki (Variant L1130),Broly (Z)
Loki (Variant L1130),Broly (Ikari)
Loki (Variant L1130),Broly (Super Saiyan)
Loki (Variant L1130),Broly
Loki (Variant L1130),Bujin
Loki (Variant L1130),Burter
Loki (Variant L1130),Buu (Good)
Loki (Variant L1130),Buu (Grand Supreme Kai)
Loki (Variant L1130),Buuhan
Loki (Variant L1130),Buutenks
Loki (Variant L1130),Cabba (Super Saiyan)
Loki (Variant L1130),Cabba (Super Saiyan 2)
Loki (Variant L1130),Cabba
Loki (Variant L1130),Dende
Loki (Variant L1130),Dercori
Loki (Variant L1130),Dodoria
Loki (Variant L1130),Dore
Loki (Variant L1130),Dr Gero
Loki (Variant L1130),Dyspo (Super Maximum Light Speed)
Loki (Variant L1130),Dyspo
Loki (Variant L1130),Frieza
Loki (Variant L1130),Frieza (First Form)
Loki (Variant L1130),Frieza (Second Form)
Loki (Variant L1130),Frieza (Third Form)
Loki (Variant L1130),Fusion Zamasu
Loki (Variant L1130),Future Trunks (Cell Saga)
Loki (Variant L1130),Gogeta
Loki (Variant L1130),Gogeta (Super Saiyan)
Loki (Variant L1130),Gogeta (Super Saiyan Blue)
Loki (Variant L1130),Gohan (Beast)
Loki (Variant L1130),Gohan (Potential Unleashed)
Loki (Variant L1130),Gohan (SS2)
Loki (Variant L1130),Gohan (Super Saiyan)
Loki (Variant L1130),Gohan
Loki (Variant L1130),Goku (Super Saiyan Blue Kaioken)
Loki (Variant L1130),Goku
Loki (Variant L1130),Goku (Mastered Ultra Instinct)
Loki (Variant L1130),Goku (Saiyan Saga)
Loki (Variant L1130),Goku (True Ultra Instinct)
Loki (Variant L1130),Goku (Super Saiyan God)
Loki (Variant L1130),Goku (Super Saiyan 2)
Loki (Variant L1130),Goku (Ultra Instinct)
Loki (Variant L1130),Goku (Super Saiyan Blue)
Loki (Variant L1130),Goku (Super Saiyan 3)
Loki (Variant L1130),Goku Black (Super Saiyan Rosé)
Loki (Variant L1130),Goku Black
Loki (Variant L1130),Goten (Super Saiyan)
Loki (Variant L1130),Goten
Loki (Variant L1130),Gotenks (Super Saiyan 3)
Loki (Variant L1130),Gotenks (SS2)
Loki (Variant L1130),Grand Priest
Loki (Variant L1130),Jaco
Loki (Variant L1130),Kami
Loki (Variant L1130),Kid Buu
Loki (Variant L1130),Kid Gohan
Loki (Variant L1130),Kid Goku
Loki (Variant L1130),King Vegeta
Loki (Variant L1130),Krillin
Loki (Variant L1130),Vegeta (Ascended Super Saiyan)
Loki (Variant L1130),Vegeta (Unbound Ultra Ego)
Loki (Variant L1130),Vegeta (Super Saiyan Blue Evolved)
Loki (Variant L1130),Vegeta (Super Saiyan 2)
Loki (Variant L1130),Vegeta (Super Saiyan Blue)
Loki (Variant L1130),Vegeta (Hakai Energy)
Loki (Variant L1130),Vegeta (Super Saiyan)
Loki (Variant L1130),Vegeta
Loki (Variant L1130),Vegeta (Super Saiyan God)
Loki (Variant L1130),Vegito
Loki (Variant L1130),Vegito (Super Saiyan)
Loki (King of Asgard),Luke Cage
Loki (King of Asgard),M'baku
Loki (King of Asgard),Makkari
Loki (King of Asgard),Malekith (Reality Stone)
Loki (King of Asgard),Malekith
Loki (King of Asgard),Mandarin
Loki (King of Asgard),Mantis
Loki (King of Asgard),Mighty Thor
Loki (King of Asgard),MODOK
Loki (King of Asgard),Moon Knight
Loki (King of Asgard),Mr. Fantastic (Earth 838)
Loki (King of Asgard),Mr. Knight
Loki (King of Asgard),Ms. America
Loki (King of Asgard),Ms. Marvel
Loki (King of Asgard),Mysterio
Loki (King of Asgard),Namor
Loki (King of Asgard),Nebula
Loki (King of Asgard),Nick Fury
Loki (King of Asgard),Nomad
Loki (King of Asgard),Odin
Loki (King of Asgard),Okoye
Loki (King of Asgard),Outrider
Loki (King of Asgard),Pepper Potts (Extremis)
Loki (King of Asgard),Phastos
Loki (King of Asgard),Photon
Loki (King of Asgard),Proxima Midnight
Loki (King of Asgard),Quake
Loki (King of Asgard),Quicksilver
Loki (King of Asgard),Red Guardian
Loki (King of Asgard),Red Skull (Stonekeeper)
Loki (King of Asgard),Red Skull
Loki (King of Asgard),Rescue
Loki (King of Asgard),Rocket Raccoon
Loki (King of Asgard),Ronan The Accuser (Power Stone)
Loki (King of Asgard),Ronan The Accuser
Loki (King of Asgard),Ronin
Loki (King of Asgard),Scarlet Witch
Loki (King of Asgard),Sersi (uni-mind)
Loki (King of Asgard),Sersi
Loki (King of Asgard),Shang-Chi
Loki (King of Asgard),She-Hulk
Loki (King of Asgard),Shuri
Loki (King of Asgard),Sif
Loki (King of Asgard),Sinister Strange
Loki (King of Asgard),Smart Hulk
Loki (King of Asgard),Spectral Vision
Loki (King of Asgard),Spider-Man
Loki (King of Asgard),Star-Lord (Celestial Power)
Loki (King of Asgard),Star-Lord
Loki (King of Asgard),Stature
Loki (King of Asgard),Surtur
Loki (King of Asgard),Swole Groot
Loki (King of Asgard),Talos The Untamed
Loki (King of Asgard),Taskmaster
Loki (King of Asgard),Teenage Groot
Loki (King of Asgard),Thanos
Loki (King of Asgard),Thanos (Infinity Gauntlet)
Loki (King of Asgard),The Collector
Loki (King of Asgard),The Executioner
Loki (King of Asgard),The Grandmaster
Loki (King of Asgard),The Great Protector
Loki (King of Asgard),The Punisher
Loki (King of Asgard),Thena
Loki (King of Asgard),Thor (Pre-Ragnarok)
Loki (King of Asgard),Thor (Awakened)
Loki (King of Asgard),Thor
Loki (King of Asgard),Ultron
Loki (King of Asgard),Unworthy Thor
Loki (King of Asgard),Valkyrie
Loki (King of Asgard),Vision
Loki (King of Asgard),Volstagg
Loki (King of Asgard),Vulture
Loki (King of Asgard),Wanda Maximoff (Pre-WandaVision)
Loki (King of Asgard),War Machine
Loki (King of Asgard),Warlock
Loki (King of Asgard),Wasp
Loki (King of Asgard),Whiplash
Loki (King of Asgard),Whiplash (Mark II)
Loki (King of Asgard),White Wolf
Loki (King of Asgard),Winter Soldier
Loki (King of Asgard),Wolverine
Loki (King of Asgard),Wong
Loki (King of Asgard),YellowJacket
Loki (King of Asgard),Yondu
Loki (King of Asgard),Zeus
Loki (King of Asgard),Gogeta (Super Saiyan 4)
Loki (King of Asgard),Goku (Super Saiyan 3)
Loki (King of Asgard),Goku (Super Saiyan 2)
Loki (King of Asgard),Goku (Super Saiyan 4)
Loki (King of Asgard),Goku Jr.
Loki (King of Asgard),Goten
Loki (King of Asgard),Pan
Loki (King of Asgard),Piccolo
Loki (King of Asgard),Son Goku
Loki (King of Asgard),Syn Shenron
Loki (King of Asgard),Trunks
Loki (King of Asgard),Uub
Loki (King of Asgard),Android 16
Loki (King of Asgard),Android 17
Loki (King of Asgard),Android 18
Loki (King of Asgard),Android 19
Loki (King of Asgard),Aniraza
Loki (King of Asgard),Arak
Loki (King of Asgard),Bandages The Mummy
Loki (King of Asgard),Bardock (Super Saiyan)
Loki (King of Asgard),Bardock
Loki (King of Asgard),Basil
Loki (King of Asgard),Beerus
Loki (King of Asgard),Belmod
Loki (King of Asgard),Bergamo
Loki (King of Asgard),Biarra
Loki (King of Asgard),Bido
Loki (King of Asgard),Bikal
Loki (King of Asgard),Black Frieza
Loki (King of Asgard),Bojack
Loki (King of Asgard),Borareta
Loki (King of Asgard),Botamo
Loki (King of Asgard),Broly (Z)
Loki (King of Asgard),Broly (Ikari)
Loki (King of Asgard),Broly (Super Saiyan)
Loki (King of Asgard),Broly
Loki (King of Asgard),Bujin
Loki (King of Asgard),Burter
Loki (King of Asgard),Buu (Good)
Loki (King of Asgard),Buu (Grand Supreme Kai)
Loki (King of Asgard),Buuhan
Loki (King of Asgard),Buutenks
Loki (King of Asgard),Cabba (Super Saiyan)
Loki (King of Asgard),Cabba (Super Saiyan 2)
Loki (King of Asgard),Cabba
Loki (King of Asgard),Dende
Loki (King of Asgard),Dercori
Loki (King of Asgard),Dodoria
Loki (King of Asgard),Dore
Loki (King of Asgard),Dr Gero
Loki (King of Asgard),Dyspo (Super Maximum Light Speed)
Loki (King of Asgard),Dyspo
Loki (King of Asgard),Frieza
Loki (King of Asgard),Frieza (First Form)
Loki (King of Asgard),Frieza (Second Form)
Loki (King of Asgard),Frieza (Third Form)
Loki (King of Asgard),Fusion Zamasu
Loki (King of Asgard),Future Trunks (Cell Saga)
Loki (King of Asgard),Gogeta
Loki (King of Asgard),Gogeta (Super Saiyan)
Loki (King of Asgard),Gogeta (Super Saiyan Blue)
Loki (King of Asgard),Gohan (Beast)
Loki (King of Asgard),Gohan (Potential Unleashed)
Loki (King of Asgard),Gohan (SS2)
Loki (King of Asgard),Gohan (Super Saiyan)
Loki (King of Asgard),Gohan
Loki (King of Asgard),Goku (Super Saiyan Blue Kaioken)
Loki (King of Asgard),Goku
Loki (King of Asgard),Goku (Mastered Ultra Instinct)
Loki (King of Asgard),Goku (Saiyan Saga)
Loki (King of Asgard),Goku (True Ultra Instinct)
Loki (King of Asgard),Goku (Super Saiyan God)
Loki (King of Asgard),Goku (Super Saiyan 2)
Loki (King of Asgard),Goku (Ultra Instinct)
Loki (King of Asgard),Goku (Super Saiyan Blue)
Loki (King of Asgard),Goku (Super Saiyan 3)
Loki (King of Asgard),Goku Black (Super Saiyan Rosé)
Loki (King of Asgard),Goku Black
Loki (King of Asgard),Goten (Super Saiyan)
Loki (King of Asgard),Goten
Loki (King of Asgard),Gotenks (Super Saiyan 3)
Loki (King of Asgard),Gotenks (SS2)
Loki (King of Asgard),Grand Priest
Loki (King of Asgard),Jaco
Loki (King of Asgard),Kami
Loki (King of Asgard),Kid Buu
Loki (King of Asgard),Kid Gohan
Loki (King of Asgard),Kid Goku
Loki (King of Asgard),King Vegeta
Loki (King of Asgard),Krillin
Loki (King of Asgard),Vegeta (Ascended Super Saiyan)
Loki (King of Asgard),Vegeta (Unbound Ultra Ego)
Loki (King of Asgard),Vegeta (Super Saiyan Blue Evolved)
Loki (King of Asgard),Vegeta (Super Saiyan 2)
Loki (King of Asgard),Vegeta (Super Saiyan Blue)
Loki (King of Asgard),Vegeta (Hakai Energy)
Loki (King of Asgard),Vegeta (Super Saiyan)
Loki (King of Asgard),Vegeta
Loki (King of Asgard),Vegeta (Super Saiyan God)
Loki (King of Asgard),Vegito
Loki (King of Asgard),Vegito (Super Saiyan)
Luke Cage,M'baku
Luke Cage,Makkari
Luke Cage,Malekith (Reality Stone)
Luke Cage,Malekith
Luke Cage,Mandarin
Luke Cage,Mantis
Luke Cage,Mighty Thor
Luke Cage,MODOK
Luke Cage,Moon Knight
Luke Cage,Mr. Fantastic (Earth 838)
Luke Cage,Mr. Knight
Luke Cage,Ms. America
Luke Cage,Ms. Marvel
Luke Cage,Mysterio
Luke Cage,Namor
Luke Cage,Nebula
Luke Cage,Nick Fury
Luke Cage,Nomad
Luke Cage,Odin
Luke Cage,Okoye
Luke Cage,Outrider
Luke Cage,Pepper Potts (Extremis)
Luke Cage,Phastos
Luke Cage,Photon
Luke Cage,Proxima Midnight
Luke Cage,Quake
Luke Cage,Quicksilver
Luke Cage,Red Guardian
Luke Cage,Red Skull (Stonekeeper)
Luke Cage,Red Skull
Luke Cage,Rescue
Luke Cage,Rocket Raccoon
Luke Cage,Ronan The Accuser (Power Stone)
Luke Cage,Ronan The Accuser
Luke Cage,Ronin
Luke Cage,Scarlet Witch
Luke Cage,Sersi (uni-mind)
Luke Cage,Sersi
Luke Cage,Shang-Chi
Luke Cage,She-Hulk
Luke Cage,Shuri
Luke Cage,Sif
Luke Cage,Sinister Strange
Luke Cage,Smart Hulk
Luke Cage,Spectral Vision
Luke Cage,Spider-Man
Luke Cage,Star-Lord (Celestial Power)
Luke Cage,Star-Lord
Luke Cage,Stature
Luke Cage,Surtur
Luke Cage,Swole Groot
Luke Cage,Talos The Untamed
Luke Cage,Taskmaster
Luke Cage,Teenage Groot
Luke Cage,Thanos
Luke Cage,Thanos (Infinity Gauntlet)
Luke Cage,The Collector
Luke Cage,The Executioner
Luke Cage,The Grandmaster
Luke Cage,The Great Protector
Luke Cage,The Punisher
Luke Cage,Thena
Luke Cage,Thor (Pre-Ragnarok)
Luke Cage,Thor (Awakened)
Luke Cage,Thor
Luke Cage,Ultron
Luke Cage,Unworthy Thor
Luke Cage,Valkyrie
Luke Cage,Vision
Luke Cage,Volstagg
Luke Cage,Vulture
Luke Cage,Wanda Maximoff (Pre-WandaVision)
Luke Cage,War Machine
Luke Cage,Warlock
Luke Cage,Wasp
Luke Cage,Whiplash
Luke Cage,Whiplash (Mark II)
Luke Cage,White Wolf
Luke Cage,Winter Soldier
Luke Cage,Wolverine
Luke Cage,Wong
Luke Cage,YellowJacket
Luke Cage,Yondu
Luke Cage,Zeus
Luke Cage,Gogeta (Super Saiyan 4)
Luke Cage,Goku (Super Saiyan 3)
Luke Cage,Goku (Super Saiyan 2)
Luke Cage,Goku (Super Saiyan 4)
Luke Cage,Goku Jr.
Luke Cage,Goten
Luke Cage,Pan
Luke Cage,Piccolo
Luke Cage,Son Goku
Luke Cage,Syn Shenron
Luke Cage,Trunks
Luke Cage,Uub
Luke Cage,Android 16
Luke Cage,Android 17
Luke Cage,Android 18
Luke Cage,Android 19
Luke Cage,Aniraza
Luke Cage,Arak
Luke Cage,Bandages The Mummy
Luke Cage,Bardock (Super Saiyan)
Luke Cage,Bardock
Luke Cage,Basil
Luke Cage,Beerus
Luke Cage,Belmod
Luke Cage,Bergamo
Luke Cage,Biarra
Luke Cage,Bido
Luke Cage,Bikal
Luke Cage,Black Frieza
Luke Cage,Bojack
Luke Cage,Borareta
Luke Cage,Botamo
Luke Cage,Broly (Z)
Luke Cage,Broly (Ikari)
Luke Cage,Broly (Super Saiyan)
Luke Cage,Broly
Luke Cage,Bujin
Luke Cage,Burter
Luke Cage,Buu (Good)
Luke Cage,Buu (Grand Supreme Kai)
Luke Cage,Buuhan
Luke Cage,Buutenks
Luke Cage,Cabba (Super Saiyan)
Luke Cage,Cabba (Super Saiyan 2)
Luke Cage,Cabba
Luke Cage,Dende
Luke Cage,Dercori
Luke Cage,Dodoria
Luke Cage,Dore
Luke Cage,Dr Gero
Luke Cage,Dyspo (Super Maximum Light Speed)
Luke Cage,Dyspo
Luke Cage,Frieza
Luke Cage,Frieza (First Form)
Luke Cage,Frieza (Second Form)
Luke Cage,Frieza (Third Form)
Luke Cage,Fusion Zamasu
Luke Cage,Future Trunks (Cell Saga)
Luke Cage,Gogeta
Luke Cage,Gogeta (Super Saiyan)
Luke Cage,Gogeta (Super Saiyan Blue)
Luke Cage,Gohan (Beast)
Luke Cage,Gohan (Potential Unleashed)
Luke Cage,Gohan (SS2)
Luke Cage,Gohan (Super Saiyan)
Luke Cage,Gohan
Luke Cage,Goku (Super Saiyan Blue Kaioken)
Luke Cage,Goku
Luke Cage,Goku (Mastered Ultra Instinct)
Luke Cage,Goku (Saiyan Saga)
Luke Cage,Goku (True Ultra Instinct)
Luke Cage,Goku (Super Saiyan God)
Luke Cage,Goku (Super Saiyan 2)
Luke Cage,Goku (Ultra Instinct)
Luke Cage,Goku (Super Saiyan Blue)
Luke Cage,Goku (Super Saiyan 3)
Luke Cage,Goku Black (Super Saiyan Rosé)
Luke Cage,Goku Black
Luke Cage,Goten (Super Saiyan)
Luke Cage,Goten
Luke Cage,Gotenks (Super Saiyan 3)
Luke Cage,Gotenks (SS2)
Luke Cage,Grand Priest
Luke Cage,Jaco
Luke Cage,Kami
Luke Cage,Kid Buu
Luke Cage,Kid Gohan
Luke Cage,Kid Goku
Luke Cage,King Vegeta
Luke Cage,Krillin
Luke Cage,Vegeta (Ascended Super Saiyan)
Luke Cage,Vegeta (Unbound Ultra Ego)
Luke Cage,Vegeta (Super Saiyan Blue Evolved)
Luke Cage,Vegeta (Super Saiyan 2)
Luke Cage,Vegeta (Super Saiyan Blue)
Luke Cage,Vegeta (Hakai Energy)
Luke Cage,Vegeta (Super Saiyan)
Luke Cage,Vegeta
Luke Cage,Vegeta (Super Saiyan God)
Luke Cage,Vegito
Luke Cage,Vegito (Super Saiyan)
M'baku,Makkari
M'baku,Malekith (Reality Stone)
M'baku,Malekith
M'baku,Mandarin
M'baku,Mantis
M'baku,Mighty Thor
M'baku,MODOK
M'baku,Moon Knight
M'baku,Mr. Fantastic (Earth 838)
M'baku,Mr. Knight
M'baku,Ms. America
M'baku,Ms. Marvel
M'baku,Mysterio
M'baku,Namor
M'baku,Nebula
M'baku,Nick Fury
M'baku,Nomad
M'baku,Odin
M'baku,Okoye
M'baku,Outrider
M'baku,Pepper Potts (Extremis)
M'baku,Phastos
M'baku,Photon
M'baku,Proxima Midnight
M'baku,Quake
M'baku,Quicksilver
M'baku,Red Guardian
M'baku,Red Skull (Stonekeeper)
M'baku,Red Skull
M'baku,Rescue
M'baku,Rocket Raccoon
M'baku,Ronan The Accuser (Power Stone)
M'baku,Ronan The Accuser
M'baku,Ronin
M'baku,Scarlet Witch
M'baku,Sersi (uni-mind)
M'baku,Sersi
M'baku,Shang-Chi
M'baku,She-Hulk
M'baku,Shuri
M'baku,Sif
M'baku,Sinister Strange
M'baku,Smart Hulk
M'baku,Spectral Vision
M'baku,Spider-Man
M'baku,Star-Lord (Celestial Power)
M'baku,Star-Lord
M'baku,Stature
M'baku,Surtur
M'baku,Swole Groot
M'baku,Talos The Untamed
M'baku,Taskmaster
M'baku,Teenage Groot
M'baku,Thanos
M'baku,Thanos (Infinity Gauntlet)
M'baku,The Collector
M'baku,The Executioner
M'baku,The Grandmaster
M'baku,The Great Protector
M'baku,The Punisher
M'baku,Thena
M'baku,Thor (Pre-Ragnarok)
M'baku,Thor (Awakened)
M'baku,Thor
M'baku,Ultron
M'baku,Unworthy Thor
M'baku,Valkyrie
M'baku,Vision
M'baku,Volstagg
M'baku,Vulture
M'baku,Wanda Maximoff (Pre-WandaVision)
M'baku,War Machine
M'baku,Warlock
M'baku,Wasp
M'baku,Whiplash
M'baku,Whiplash (Mark II)
M'baku,White Wolf
M'baku,Winter Soldier
M'baku,Wolverine
M'baku,Wong
M'baku,YellowJacket
M'baku,Yondu
M'baku,Zeus
M'baku,Gogeta (Super Saiyan 4)
M'baku,Goku (Super Saiyan 3)
M'baku,Goku (Super Saiyan 2)
M'baku,Goku (Super Saiyan 4)
M'baku,Goku Jr.
M'baku,Goten
M'baku,Pan
M'baku,Piccolo
M'baku,Son Goku
M'baku,Syn Shenron
M'baku,Trunks
M'baku,Uub
M'baku,Android 16
M'baku,Android 17
M'baku,Android 18
M'baku,Android 19
M'baku,Aniraza
M'baku,Arak
M'baku,Bandages The Mummy
M'baku,Bardock (Super Saiyan)
M'baku,Bardock
M'baku,Basil
M'baku,Beerus
M'baku,Belmod
M'baku,Bergamo
M'baku,Biarra
M'baku,Bido
M'baku,Bikal
M'baku,Black Frieza
M'baku,Bojack
M'baku,Borareta
M'baku,Botamo
M'baku,Broly (Z)
M'baku,Broly (Ikari)
M'baku,Broly (Super Saiyan)
M'baku,Broly
M'baku,Bujin
M'baku,Burter
M'baku,Buu (Good)
M'baku,Buu (Grand Supreme Kai)
M'baku,Buuhan
M'baku,Buutenks
M'baku,Cabba (Super Saiyan)
M'baku,Cabba (Super Saiyan 2)
M'baku,Cabba
M'baku,Dende
M'baku,Dercori
M'baku,Dodoria
M'baku,Dore
M'baku,Dr Gero
M'baku,Dyspo (Super Maximum Light Speed)
M'baku,Dyspo
M'baku,Frieza
M'baku,Frieza (First Form)
M'baku,Frieza (Second Form)
M'baku,Frieza (Third Form)
M'baku,Fusion Zamasu
M'baku,Future Trunks (Cell Saga)
M'baku,Gogeta
M'baku,Gogeta (Super Saiyan)
M'baku,Gogeta (Super Saiyan Blue)
M'baku,Gohan (Beast)
M'baku,Gohan (Potential Unleashed)
M'baku,Gohan (SS2)
M'baku,Gohan (Super Saiyan)
M'baku,Gohan
M'baku,Goku (Super Saiyan Blue Kaioken)
M'baku,Goku
M'baku,Goku (Mastered Ultra Instinct)
M'baku,Goku (Saiyan Saga)
M'baku,Goku (True Ultra Instinct)
M'baku,Goku (Super Saiyan God)
M'baku,Goku (Super Saiyan 2)
M'baku,Goku (Ultra Instinct)
M'baku,Goku (Super Saiyan Blue)
M'baku,Goku (Super Saiyan 3)
M'baku,Goku Black (Super Saiyan Rosé)
M'baku,Goku Black
M'baku,Goten (Super Saiyan)
M'baku,Goten
M'baku,Gotenks (Super Saiyan 3)
M'baku,Gotenks (SS2)
M'baku,Grand Priest
M'baku,Jaco
M'baku,Kami
M'baku,Kid Buu
M'baku,Kid Gohan
M'baku,Kid Goku
M'baku,King Vegeta
M'baku,Krillin
M'baku,Vegeta (Ascended Super Saiyan)
M'baku,Vegeta (Unbound Ultra Ego)
M'baku,Vegeta (Super Saiyan Blue Evolved)
M'baku,Vegeta (Super Saiyan 2)
M'baku,Vegeta (Super Saiyan Blue)
M'baku,Vegeta (Hakai Energy)
M'baku,Vegeta (Super Saiyan)
M'baku,Vegeta
M'baku,Vegeta (Super Saiyan God)
M'baku,Vegito
M'baku,Vegito (Super Saiyan)
Makkari,Malekith (Reality Stone)
Makkari,Malekith
Makkari,Mandarin
Makkari,Mantis
Makkari,Mighty Thor
Makkari,MODOK
Makkari,Moon Knight
Makkari,Mr. Fantastic (Earth 838)
Makkari,Mr. Knight
Makkari,Ms. America
Makkari,Ms. Marvel
Makkari,Mysterio
Makkari,Namor
Makkari,Nebula
Makkari,Nick Fury
Makkari,Nomad
Makkari,Odin
Makkari,Okoye
Makkari,Outrider
Makkari,Pepper Potts (Extremis)
Makkari,Phastos
Makkari,Photon
Makkari,Proxima Midnight
Makkari,Quake
Makkari,Quicksilver
Makkari,Red Guardian
Makkari,Red Skull (Stonekeeper)
Makkari,Red Skull
Makkari,Rescue
Makkari,Rocket Raccoon
Makkari,Ronan The Accuser (Power Stone)
Makkari,Ronan The Accuser
Makkari,Ronin
Makkari,Scarlet Witch
Makkari,Sersi (uni-mind)
Makkari,Sersi
Makkari,Shang-Chi
Makkari,She-Hulk
Makkari,Shuri
Makkari,Sif
Makkari,Sinister Strange
Makkari,Smart Hulk
Makkari,Spectral Vision
Makkari,Spider-Man
Makkari,Star-Lord (Celestial Power)
Makkari,Star-Lord
Makkari,Stature
Makkari,Surtur
Makkari,Swole Groot
Makkari,Talos The Untamed
Makkari,Taskmaster
Makkari,Teenage Groot
Makkari,Thanos
Makkari,Thanos (Infinity Gauntlet)
Makkari,The Collector
Makkari,The Executioner
Makkari,The Grandmaster
Makkari,The Great Protector
Makkari,The Punisher
Makkari,Thena
Makkari,Thor (Pre-Ragnarok)
Makkari,Thor (Awakened)
Makkari,Thor
Makkari,Ultron
Makkari,Unworthy Thor
Makkari,Valkyrie
Makkari,Vision
Makkari,Volstagg
Makkari,Vulture
Makkari,Wanda Maximoff (Pre-WandaVision)
Makkari,War Machine
Makkari,Warlock
Makkari,Wasp
Makkari,Whiplash
Makkari,Whiplash (Mark II)
Makkari,White Wolf
Makkari,Winter Soldier
Makkari,Wolverine
Makkari,Wong
Makkari,YellowJacket
Makkari,Yondu
Makkari,Zeus
Makkari,Gogeta (Super Saiyan 4)
Makkari,Goku (Super Saiyan 3)
Makkari,Goku (Super Saiyan 2)
Makkari,Goku (Super Saiyan 4)
Makkari,Goku Jr.
Makkari,Goten
Makkari,Pan
Makkari,Piccolo
Makkari,Son Goku
Makkari,Syn Shenron
Makkari,Trunks
Makkari,Uub
Makkari,Android 16
Makkari,Android 17
Makkari,Android 18
Makkari,Android 19
Makkari,Aniraza
Makkari,Arak
Makkari,Bandages The Mummy
